,PID,Address,Coords4,latitude,longitude
43,528326110,"3013 ALMOND RD, Ames, Iowa, USA","3013 Almond Rd, Ames, IA 50014, USA",42.0559073,-93.65137310000001
44,914452190,"302 OPAL CIR, Ames, Iowa, USA","302 Opal Cir, Ames, IA 50010, USA",41.99400960000001,-93.60735629999999
45,914452190,"302 OPAL CIR, Ames, Iowa, USA","302 Opal Cir, Ames, IA 50010, USA",41.99400960000001,-93.60735629999999
46,535425060,"1903 MEADOWLANE AVE, Ames, Iowa, USA","1903 Meadowlane Ave, Ames, IA 50010, USA",42.041367,-93.60545719999999
47,532376250,"4015 TORONTO ST, Ames, Iowa, USA","4015 Toronto St, Ames, IA 50014, USA",42.0360221,-93.673079
48,532376250,"4015 TORONTO ST, Ames, Iowa, USA","4015 Toronto St, Ames, IA 50014, USA",42.0360221,-93.673079
49,535379110,"1412 KELLOGG AVE, Ames, Iowa, USA","1412 Kellogg Ave, Ames, IA 50010, USA",42.0362045,-93.6136477
50,528118010,"3335 PRESTON CIR, Ames, Iowa, USA","3335 Preston Cir, Ames, IA 50010, USA",42.0605784,-93.65808589999999
51,528235160,"3908 WELBECK DR, Ames, Iowa, USA","3908 Welbeck Dr, Ames, IA 50010, USA",42.0603433,-93.6435922
52,905478030,"3218 WEST ST, Ames, Iowa, USA","3218 West St, Ames, IA 50014, USA",42.0247405,-93.660997
53,902106130,"1010 GRAND AVE, Ames, Iowa, USA","1010 Grand Ave, Ames, IA 50010, USA",42.03157909999999,-93.6200784
54,902102080,"1203 BURNETT AVE, Ames, Iowa, USA","1203 Burnett Ave, Ames, IA 50010, USA",42.0334401,-93.6158737
55,909176170,"426 HAYWARD AVE 428, Ames, Iowa, USA","426 Hayward Ave, Ames, IA 50014, USA",42.0181276,-93.6514519
56,533206070,"2807 BRISTOL DR, Ames, Iowa, USA","2807 Bristol Dr, Ames, IA 50010, USA",42.047406,-93.647166
57,527302020,"3414 EISENHOWER AVE, Ames, Iowa, USA","3414 Eisenhower Ave, Ames, IA 50010, USA",42.0559751,-93.6376533
58,907414060,"4824 WALLER ST, Ames, Iowa, USA","4824 Waller St, Ames, IA 50014, USA",42.0135674,-93.68540159999999
59,904301060,"3012 OAKLAND ST 3014, Ames, Iowa, USA","3012 Oakland St, Ames, IA 50014, USA",42.0279616,-93.6587196
60,532479020,"1306 SCOTT CIR, Ames, Iowa, USA","1306 Scott Cir, Ames, IA 50014, USA",42.0346517,-93.66032369999999
61,528110070,"3207 STOCKBURY ST, Ames, Iowa, USA","3207 Stockbury St, Ames, IA 50010, USA",42.0624123,-93.656264
62,534429130,"808 NARLAND DR, Ames, Iowa, USA","808 Narland Dr, Ames, IA 50010, USA",42.0400015,-93.6218792
63,528365060,"2900 RIDGETOP RD, Ames, Iowa, USA","2900 Ridgetop Rd, Ames, IA 50014, USA",42.0497012,-93.6558878
64,533135020,"2614 SOUTHRIDGE CIR, Ames, Iowa, USA","2614 Southridge Cir, Ames, IA 50014, USA",42.0473036,-93.6500944
65,910203100,"301 S RUSSELL AVE, Ames, Iowa, USA","301 S Russell Ave, Ames, IA 50010, USA",42.020356,-93.62864739999999
66,905451390,"310 WESTWOOD DR, Ames, Iowa, USA","310 Westwood Dr, Ames, IA 50014, USA",42.0249489,-93.6671473
67,533213010,"2805 BRISTOL DR, Ames, Iowa, USA","2805 Bristol Dr, Ames, IA 50010, USA",42.047338,-93.64703899999999
68,528118030,"3317 PRESTON CIR, Ames, Iowa, USA","3317 Preston Cir, Ames, IA 50010, USA",42.060601,-93.65737299999999
69,907200340,"5203 SCHUBERT ST, Ames, Iowa, USA","5203 Schubert St, Ames, IA 50014, USA",42.0214834,-93.6879775
70,528164060,"3320 FOXLEY DR, Ames, Iowa, USA","3320 Foxley Dr, Ames, IA 50010, USA",42.058348,-93.65758900000002
71,907202010,"410 THACKERAY AVE, Ames, Iowa, USA","410 Thackeray Ave, Ames, IA 50014, USA",42.019404,-93.68655079999999
72,528186180,"3623 CHILTON AVE, Ames, Iowa, USA","3623 Chilton Ave, Ames, IA 50010, USA",42.0569486,-93.6514127
73,909250060,"2320 KNAPP ST, Ames, Iowa, USA","2320 Knapp St, Ames, IA 50014, USA",42.0188965,-93.64731429999999
74,528315060,"3142 BAYBERRY RD, Ames, Iowa, USA","3142 Bayberry Rd, Ames, IA 50014, USA",42.054148,-93.655767
75,528231020,"3917 WELBECK DR, Ames, Iowa, USA","3917 Welbeck Dr, Ames, IA 50010, USA",42.0607343,-93.6440475
76,528456230,"2841 ASPEN RD, Ames, Iowa, USA","2841 Aspen Rd, Ames, IA 50010, USA",42.051465,-93.64776959999999
77,907180120,"5325 CERVANTES DR, Ames, Iowa, USA","5325 Cervantes Dr, Ames, IA 50014, USA",42.01758299999999,-93.691007
78,911370410,"433 ASPEN RIDGE RD, Ames, Iowa, USA","433 Aspen Ridge Rd, Ames, IA 50010, USA",42.009536,-93.616112
79,527108090,"4316 HARRISON CIR, Ames, Iowa, USA","4316 Harrison Cir, Ames, IA 50010, USA",42.063269,-93.63610500000001
80,528222050,"4210 WELBECK DR, Ames, Iowa, USA","4210 Welbeck Dr, Ames, IA 50010, USA",42.06250660000001,-93.6441663
81,528429110,"2416 DALTON CIR, Ames, Iowa, USA","2416 Dalton Cir, Ames, IA 50010, USA",42.0542768,-93.64138919999999
82,902328100,"704 BURNETT AVE, Ames, Iowa, USA","704 Burnett Ave, Ames, IA 50010, USA",42.0280832,-93.6151515
83,527451410,"1314 BARKLEY CT, Ames, Iowa, USA","1314 Barkley Ct, Ames, IA 50010, USA",42.051564,-93.6275299
84,531477050," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.63191309999999
85,914476130,"3007 DIAMOND ST, Ames, Iowa, USA","3007 Diamond St, Ames, IA 50010, USA",41.9957149,-93.601356
86,535453020,"1523 GLENDALE AVE, Ames, Iowa, USA","1523 Glendale Ave, Ames, IA 50010, USA",42.0377338,-93.6061496
87,535379100,"1408 KELLOGG AVE, Ames, Iowa, USA","1408 Kellogg Ave, Ames, IA 50010, USA",42.03603,-93.61366749999999
88,905108190,"934 MESA VERDE PL, Ames, Iowa, USA","934 Mesa Verde Pl, Ames, IA 50014, USA",42.0309191,-93.6707812
89,905201110,"1124 SCHOLL RD, Ames, Iowa, USA","1124 Scholl Rd, Ames, IA 50014, USA",42.0331658,-93.6651362
90,903227090,"1206 MARSTON AVE, Ames, Iowa, USA","1206 Marston Ave, Ames, IA 50010, USA",42.0335431,-93.6233436
91,905107300,"3902 ARKANSAS DR, Ames, Iowa, USA","3902 Arkansas Dr, Ames, IA 50014, USA",42.0312709,-93.67210600000001
92,903401070,"611 RIDGEWOOD AVE, Ames, Iowa, USA","611 Ridgewood Ave, Ames, IA 50010, USA",42.0272497,-93.6256788
93,903230100,"1015 CURTISS AVE, Ames, Iowa, USA","1015 Curtiss Ave, Ames, IA 50010, USA",42.0318346,-93.6248476
94,527105010,"4025 BERKSHIRE AVE, Ames, Iowa, USA","4025 Berkshire Ave, Ames, IA 50010, USA",42.0612335,-93.63925669999999
95,528480020,"2616 KINGSTON DR, Ames, Iowa, USA","2616 Kingston Dr, Ames, IA 50010, USA",42.0520027,-93.64420589999999
96,527402130,"1217 JEFFERSON ST, Ames, Iowa, USA","1217 Jefferson St, Ames, IA 50010, USA",42.0555166,-93.62710369999999
97,909251080,"507 LYNN AVE, Ames, Iowa, USA","507 Lynn Ave, Ames, IA 50014, USA",42.0176227,-93.64666079999999
98,908201120,"3411 TRIPP ST 3413, Ames, Iowa, USA","3411 Tripp St, Ames, IA 50014, USA",42.0202853,-93.6653323
99,533221080,"2713 HAMPTON ST, Ames, Iowa, USA","2713 Hampton St, Ames, IA 50010, USA",42.0461909,-93.6460273
100,535178100,"2004 BURNETT AVE, Ames, Iowa, USA","2004 Burnett Ave, Ames, IA 50010, USA",42.0423026,-93.61564609999999
101,535457050,"1302 MAXWELL AVE, Ames, Iowa, USA","1302 Maxwell Ave, Ames, IA 50010, USA",42.034714,-93.606533
102,923226270,"615 MEADOW PL, Ames, Iowa, USA","615 Meadow Pl, Ames, IA 50010, USA",41.9924141,-93.6029808
103,535105090,"2527 KELLOGG AVE, Ames, Iowa, USA","2527 Kellogg Ave, Ames, IA 50010, USA",42.047407,-93.616126
104,533253070,"2024 PINEHURST DR, Ames, Iowa, USA","2024 Pinehurst Dr, Ames, IA 50010, USA",42.042511,-93.649136
105,907280170,"4619 CLEMENS BLVD, Ames, Iowa, USA","4619 Clemens Blvd, Ames, IA 50014, USA",42.0181653,-93.6817957
106,914476450,"703 ONYX ST, Ames, Iowa, USA","703 Onyx St, Ames, IA 50010, USA",41.9962483,-93.6025295
107,535327200,"1624 DOUGLAS AVE, Ames, Iowa, USA","1624 Douglas Ave, Ames, IA 50010, USA",42.0392683,-93.6120253
108,528441090,"2426 YORKSHIRE CIR, Ames, Iowa, USA","2426 Yorkshire Cir, Ames, IA 50010, USA",42.052903,-93.64185499999999
109,906426195,"601 CHELSEA CT, Ames, Iowa, USA","601 Chelsea Ct, Ames, IA 50014, USA",42.027235,-93.679165
110,534275170,"2009 ROOSEVELT CIR, Ames, Iowa, USA","2009 Roosevelt Cir, Ames, IA 50010, USA",42.0425245,-93.6239373
111,923226180,"633 MEADOW PL, Ames, Iowa, USA","633 Meadow Pl, Ames, IA 50010, USA",41.9926829,-93.6021877
112,923226320,"605 MEADOW PL, Ames, Iowa, USA","605 Meadow Pl, Ames, IA 50010, USA",41.9923178,-93.60336029999999
113,528118050,"3305 PRESTON CIR, Ames, Iowa, USA","3305 Preston Cir, Ames, IA 50010, USA",42.0606287,-93.65650169999999
114,916253320," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.63191309999999
115,904300150,"3021 OAKLAND ST, Ames, Iowa, USA","3021 Oakland St, Ames, IA 50014, USA",42.0283927,-93.65913549999999
116,533236050,"2510 BRISTOL DR, Ames, Iowa, USA","2510 Bristol Dr, Ames, IA 50010, USA",42.0469478,-93.6428597
117,527354160,"2009 STEVENSON DR, Ames, Iowa, USA","2009 Stevenson Dr, Ames, IA 50010, USA",42.0527012,-93.63604110000001
118,528435040,"2604 DALTON ST, Ames, Iowa, USA","2604 Dalton St, Ames, IA 50010, USA",42.0540084,-93.6436714
119,534129230,"2705 HOOVER AVE, Ames, Iowa, USA","2705 Hoover Ave, Ames, IA 50010, USA",42.0481878,-93.63050779999999
120,535325350,"225 16TH ST, Ames, Iowa, USA","225 16th St, Ames, IA 50010, USA",42.03852089999999,-93.6136873
121,902408080,"508 CARROLL AVE, Ames, Iowa, USA","508 Carroll Ave, Ames, IA 50010, USA",42.026329,-93.6082663
122,916455050,"2829 WHITE OAK DR, Ames, Iowa, USA","2829 White Oak Dr, Ames, IA 50014, USA",41.99654659999999,-93.6470568
123,909276200,"418 PEARSON AVE, Ames, Iowa, USA","418 Pearson Ave, Ames, IA 50014, USA",42.0187317,-93.642147
124,534277060,"2125 FURMAN DR, Ames, Iowa, USA","2125 Furman Dr, Ames, IA 50010, USA",42.044356,-93.6215824
125,905107280,"3914 ARKANSAS DR, Ames, Iowa, USA","3914 Arkansas Dr, Ames, IA 50014, USA",42.031094,-93.672564
126,923204050,"3309 SOUTHDALE DR, Ames, Iowa, USA","3309 Southdale Dr, Ames, IA 50010, USA",41.9927647,-93.6057539
127,531376050,"1508 CALIFORNIA AVE, Ames, Iowa, USA","1508 California Ave, Ames, IA 50014, USA",42.0371459,-93.6910687
128,903454010,"1218 N 3RD ST, Ames, Iowa, USA","1218 N 3rd St, Ames, IA 50010, USA",42.0250013,-93.6277568
129,906412010,"532 WESTFIELD RD, Ames, Iowa, USA","532 Westfield Rd, Ames, IA 50014, USA",42.0278211,-93.6873236
130,535301060,"1907 CLARK AVE, Ames, Iowa, USA","1907 Clark Ave, Ames, IA 50010, USA",42.0413956,-93.61746649999999
131,534453080,"1430 RIDGEWOOD AVE, Ames, Iowa, USA","1430 Ridgewood Ave, Ames, IA 50010, USA",42.03661830000001,-93.6287266
132,911102180,"202 S WALNUT AVE, Ames, Iowa, USA","202 S Walnut Ave, Ames, IA 50010, USA",42.0214702,-93.61657609999999
133,535403210,"1604 CARROLL AVE, Ames, Iowa, USA","1604 Carroll Ave, Ames, IA 50010, USA",42.0384456,-93.60870159999999
134,531382120,"5214 MARYLAND ST, Ames, Iowa, USA","5214 Maryland St, Ames, IA 50014, USA",42.0357026,-93.68970139999999
135,916455120,"2311 SUNCREST DR, Ames, Iowa, USA","2311 Suncrest Dr, Ames, IA 50014, USA",41.9956076,-93.6474132
136,905475510,"310 COLORADO CIR, Ames, Iowa, USA","310 Colorado Cir, Ames, IA 50014, USA",42.02559460000001,-93.66329429999999
137,916326090,"2320 TIMBERLAND RD, Ames, Iowa, USA","2320 Timberland Rd, Ames, IA 50014, USA",42.0004141,-93.64943269999999
138,909101140,"2812 WOOD ST, Ames, Iowa, USA","2812 Wood St, Ames, IA 50014, USA",42.02195649999999,-93.6562046
139,907260050,"5110 CLEMENS BLVD, Ames, Iowa, USA","5110 Clemens Blvd, Ames, IA 50014, USA",42.01675729999999,-93.68796689999999
140,907131090,"5300 NORRIS ST, Ames, Iowa, USA","5300 Norris St, Ames, IA 50014, USA",42.0206433,-93.69007789999999
141,903206160,"910 BROOKRIDGE AVE, Ames, Iowa, USA","910 Brookridge Ave, Ames, IA 50010, USA",42.0308713,-93.6272224
142,528222020,"4116 WELBECK DR, Ames, Iowa, USA","4116 Welbeck Dr, Ames, IA 50010, USA",42.0619586,-93.6439556
143,526352090,"3010 KELLOGG AVE, Ames, Iowa, USA","3010 Kellogg Ave, Ames, IA 50010, USA",42.0518756,-93.618258
144,534201280,"1237 24TH ST, Ames, Iowa, USA","1237 24th St, Ames, IA 50010, USA",42.0458497,-93.6274995
145,908102330,"301 ABRAHAM DR, Ames, Iowa, USA","301 Abraham Dr, Ames, IA 50014, USA",42.0197634,-93.6765259
146,906385010,"5505 DURANT ST, Ames, Iowa, USA","5505 Durant St, Ames, IA 50014, USA",42.0247274,-93.6922378
147,534276230,"2002 MELROSE AVE, Ames, Iowa, USA","2002 Melrose Ave, Ames, IA 50010, USA",42.0422766,-93.6219979
148,906420020,"923 VERMONT CIR, Ames, Iowa, USA","923 Vermont Cir, Ames, IA 50014, USA",42.0301319,-93.68215599999999
149,527404120,"3203 GARNER AVE, Ames, Iowa, USA","3203 Garner Ave, Ames, IA 50010, USA",42.0535011,-93.62734119999999
150,907192010,"5301 CLEMENS BLVD, Ames, Iowa, USA","5301 Clemens Blvd, Ames, IA 50014, USA",42.0170448,-93.6896532
151,527131030,"4239 STONE BROOKE RD, Ames, Iowa, USA","4239 Stone Brooke Rd, Ames, IA 50010, USA",42.06216000000001,-93.63449
152,527452290,"1401 JOHNSON ST, Ames, Iowa, USA","1401 Johnson St, Ames, IA 50010, USA",42.049088,-93.62924
153,907250030,"509 SMILEY AVE, Ames, Iowa, USA","509 Smiley Ave, Ames, IA 50014, USA",42.018114,-93.688127
154,909251040,"2322 BAKER ST, Ames, Iowa, USA","2322 Baker St, Ames, IA 50014, USA",42.01775079999999,-93.64749259999999
155,535377100,"1502 DOUGLAS AVE, Ames, Iowa, USA","1502 Douglas Ave, Ames, IA 50010, USA",42.0372211,-93.6120253
156,528174050,"2910 HARRISON RD, Ames, Iowa, USA","2910 Harrison Rd, Ames, IA 50010, USA",42.0589571,-93.6501909
157,533128090,"2700 NORTHRIDGE CIR, Ames, Iowa, USA","2700 Northridge Cir, Ames, IA 50014, USA",42.0480897,-93.6500861
158,533250110,"2869 GREENSBORO CIR, Ames, Iowa, USA","2869 Greensboro Cir, Ames, IA 50010, USA",42.045133,-93.649046
159,908186040,"3905 MARIGOLD DR, Ames, Iowa, USA","3905 Marigold Dr, Ames, IA 50014, USA",42.0190861,-93.670495
160,903231050,"1113 MARSTON AVE, Ames, Iowa, USA","1113 Marston Ave, Ames, IA 50010, USA",42.0325624,-93.6238185
161,908152110,"414 WELLONS DR, Ames, Iowa, USA","414 Wellons Dr, Ames, IA 50014, USA",42.0188082,-93.67498069999999
162,535476110,"1603 MEADOWLANE AVE 1605, Ames, Iowa, USA","1603 Meadowlane Ave, Ames, IA 50010, USA",42.0383191,-93.604112
163,533250050,"2845 GREENSBORO CIR, Ames, Iowa, USA","2845 Greensboro Cir, Ames, IA 50010, USA",42.045012,-93.647655
164,535325340,"221 16TH ST, Ames, Iowa, USA","221 16th St, Ames, IA 50010, USA",42.0385072,-93.6135092
165,909475050,"2152 ASHMORE DR, Ames, Iowa, USA","2152 Ashmore Dr, Ames, IA 50014, USA",42.0106624,-93.6437505
166,907196020,"5216 CLEMENS BLVD, Ames, Iowa, USA","5216 Clemens Blvd, Ames, IA 50014, USA",42.0167228,-93.6888295
167,533130160,"2424 RIDGETOP CIR, Ames, Iowa, USA","2424 Ridgetop Cir, Ames, IA 50014, USA",42.0461746,-93.6514127
168,535102010,"2729 NORTHWOOD DR, Ames, Iowa, USA","2729 Northwood Dr, Ames, IA 50010, USA",42.0492894,-93.617605
169,531475220,"1404 IDAHO AVE, Ames, Iowa, USA","1404 Idaho Ave, Ames, IA 50014, USA",42.035577,-93.68373
170,527325070,"1904 BUCHANAN DR, Ames, Iowa, USA","1904 Buchanan Dr, Ames, IA 50010, USA",42.0544533,-93.63509979999999
171,911175440,"315 S 4TH ST, Ames, Iowa, USA","315 S 4th St, Ames, IA 50010, USA",42.019349,-93.61444
172,903226160,"1222 CURTISS AVE, Ames, Iowa, USA","1222 Curtiss Ave, Ames, IA 50010, USA",42.0340889,-93.62441220000001
173,902134100,"321 9TH ST, Ames, Iowa, USA","321 9th St, Ames, IA 50010, USA",42.030406,-93.615031
174,902111010,"412 10TH ST, Ames, Iowa, USA","412 10th St, Ames, IA 50010, USA",42.0310967,-93.6163782
175,535381040,"1311 KELLOGG AVE, Ames, Iowa, USA","1311 Kellogg Ave, Ames, IA 50010, USA",42.03506429999999,-93.6142809
176,910202060,"109 S MAPLE AVE, Ames, Iowa, USA","109 S Maple Ave, Ames, IA 50010, USA",42.022389,-93.62544129999999
177,535477180,"1308 MEADOWLANE AVE, Ames, Iowa, USA","1308 Meadowlane Ave, Ames, IA 50010, USA",42.034983,-93.6034744
178,528429120,"2422 DALTON CIR, Ames, Iowa, USA","2422 Dalton Cir, Ames, IA 50010, USA",42.054005,-93.6414042
179,908127050,"211 DOTSON DR, Ames, Iowa, USA","211 Dotson Dr, Ames, IA 50014, USA",42.0206532,-93.67165279999999
180,528439010,"2625 YORKSHIRE ST, Ames, Iowa, USA","2625 Yorkshire St, Ames, IA 50010, USA",42.053343,-93.6445622
181,906223110,"1018 VERMONT CT, Ames, Iowa, USA","1018 Vermont Ct, Ames, IA 50014, USA",42.0314544,-93.68183529999999
182,528358010,"3127 ASPEN RD, Ames, Iowa, USA","3127 Aspen Rd, Ames, IA 50014, USA",42.0515775,-93.65517489999999
183,532378160,"3815 ONTARIO ST, Ames, Iowa, USA","3815 Ontario St, Ames, IA 50014, USA",42.03473400000001,-93.67044
184,531450040,"1309 KENTUCKY AVE, Ames, Iowa, USA","1309 Kentucky Ave, Ames, IA 50014, USA",42.0348875,-93.6880171
185,527326040,"3412 TAFT AVE, Ames, Iowa, USA","3412 Taft Ave, Ames, IA 50010, USA",42.0554423,-93.6349613
186,903204095,"1209 NORTHWESTERN AVE, Ames, Iowa, USA","1209 Northwestern Ave, Ames, IA 50010, USA",42.03369259999999,-93.6259558
187,527182170,"3908 STONE BROOKE CIR, Ames, Iowa, USA","3908 Stone Brooke Cir, Ames, IA 50010, USA",42.059541,-93.632716
188,905105040,"1001 ARIZONA AVE, Ames, Iowa, USA","1001 Arizona Ave, Ames, IA 50014, USA",42.0313766,-93.67581270000001
189,528477020,"2617 KINGSTON DR, Ames, Iowa, USA","2617 Kingston Dr, Ames, IA 50010, USA",42.052369,-93.64422569999999
190,905202210,"3616 ROSS RD, Ames, Iowa, USA","3616 Ross Rd, Ames, IA 50014, USA",42.0320284,-93.6674932
191,903425190,"609 NORTHWESTERN AVE, Ames, Iowa, USA","609 Northwestern Ave, Ames, IA 50010, USA",42.0272485,-93.6232644
192,535150210,"2013 CLARK AVE, Ames, Iowa, USA","2013 Clark Ave, Ames, IA 50010, USA",42.0424945,-93.6175258
193,535453160,"1426 MAXWELL AVE, Ames, Iowa, USA","1426 Maxwell Ave, Ames, IA 50010, USA",42.0366958,-93.6066046
194,535353130,"625 13TH ST, Ames, Iowa, USA","625 13th St, Ames, IA 50010, USA",42.0347381,-93.619742
195,535456070,"1308 STAFFORD AVE, Ames, Iowa, USA","1308 Stafford Ave, Ames, IA 50010, USA",42.0348879,-93.6075937
196,908250090,"3505 COY ST, Ames, Iowa, USA","3505 Coy St, Ames, IA 50014, USA",42.0180839,-93.66653649999999
197,527452070,"2951 NORTHWESTERN AVE, Ames, Iowa, USA","2951 Northwestern Ave, Ames, IA 50010, USA",42.05056099999999,-93.627459
198,902325100,"802 BURNETT AVE, Ames, Iowa, USA","802 Burnett Ave, Ames, IA 50010, USA",42.029089,-93.6151119
199,921126030,"3217 RED FOX RD, Ames, Iowa, USA","3217 Red Fox Road, Ames, IA 50014, USA",41.992728,-93.6534918
200,905401060,"519 OLIVER CIR, Ames, Iowa, USA","519 Oliver Cir, Ames, IA 50014, USA",42.029697,-93.6667329
201,916402125,"2513 WHITE OAK DR, Ames, Iowa, USA","2513 White Oak Dr, Ames, IA 50014, USA",41.9996204,-93.6464233
202,531452010,"1302 INDIANA AVE, Ames, Iowa, USA","1302 Indiana Ave, Ames, IA 50014, USA",42.0348177,-93.6859762
203,528363070,"3202 ASPEN RD, Ames, Iowa, USA","3202 Aspen Rd, Ames, IA 50014, USA",42.050844,-93.65553750000001
204,533208090,"2732 NORTHRIDGE LN, Ames, Iowa, USA","2732 Northridge Ln, Ames, IA 50010, USA",42.0475151,-93.6462847
205,534401130,"1317 COOLIDGE DR, Ames, Iowa, USA","1317 Coolidge Dr, Ames, IA 50010, USA",42.0392176,-93.6277568
