,PID,Address,Coords4,latitude,longitude,gps,SalePrice,AvgPrice-0.25,AvgPrice-0.5
20,531376060,"1514 CALIFORNIA AVE, Ames, Iowa, USA","1514 California Ave, Ames, IA 50014, USA",42.0373416,-93.6909894,"(42.0373416, -93.6909894)",181000,178501.82352941178,178948.6625
21,902201120,"1216 CARROLL AVE, Ames, Iowa, USA","1216 Carroll Ave, Ames, IA 50010, USA",42.0338488,-93.6087016,"(42.0338488, -93.6087016)",115000,120176.90697674418,129248.8305785124
22,923228080,"626 MEADOW PL, Ames, Iowa, USA","626 Meadow Pl, Ames, IA 50010, USA",41.992342,-93.602403,"(41.992342, -93.602403)",98000,133285.0,147209.62686567163
23,902326030,"829 DOUGLAS AVE, Ames, Iowa, USA","829 Douglas Ave, Ames, IA 50010, USA",42.0299412,-93.6125793,"(42.0299412, -93.6125793)",265979,129207.48148148147,126249.47085201794
24,527451330,"1342 BARKLEY CT, Ames, Iowa, USA","1342 Barkley Ct, Ames, IA 50010, USA",42.051423,-93.628319,"(42.051423, -93.628319)",105500,128950.0,154956.50961538462
25,528218100,"4205 CRESTMOOR AVE, Ames, Iowa, USA","4205 Crestmoor Ave, Ames, IA 50010, USA",42.0619944,-93.6457105,"(42.0619944, -93.6457105)",168165,190590.62068965516,215821.85167464116
26,916386140,"3028 COTTONTAIL LN, Ames, Iowa, USA","3028 Cottontail Lane, Ames, IA 50014, USA",41.99435740000001,-93.6502643,"(41.99435740000001, -93.6502643)",201000,269209.1034482759,244044.86956521738
27,533221090,"2711 HAMPTON ST, Ames, Iowa, USA","2711 Hampton St, Ames, IA 50010, USA",42.0461934,-93.6459481,"(42.0461934, -93.6459481)",177500,204490.26315789475,228517.0606060606
28,534128010,"1636 JOHNSON ST, Ames, Iowa, USA","1636 Johnson St, Ames, IA 50010, USA",42.048968,-93.632865,"(42.048968, -93.632865)",200000,177297.95918367346,168114.63470319635
29,528106110,"3331 WESTON DR, Ames, Iowa, USA","3331 Weston Dr, Ames, IA 50010, USA",42.0614983,-93.657825,"(42.0614983, -93.657825)",450000,367906.171875,313257.296
30,902206260,"926 DUFF AVE, Ames, Iowa, USA","926 Duff Ave, Ames, IA 50010, USA",42.0311722,-93.6102843,"(42.0311722, -93.6102843)",91300,130611.55357142857,126858.38157894737
31,528222090,"4302 WELBECK DR, Ames, Iowa, USA","4302 Welbeck Dr, Ames, IA 50010, USA",42.0632601,-93.6441465,"(42.0632601, -93.6441465)",173500,192165.25396825396,200194.5321637427
32,528218150,"4103 CRESTMOOR AVE, Ames, Iowa, USA","4103 Crestmoor Ave, Ames, IA 50010, USA",42.061763,-93.6444831,"(42.061763, -93.6444831)",199500,194689.1038961039,206415.02403846153
33,903400180,"816 BROOKRIDGE AVE, Ames, Iowa, USA","816 Brookridge Ave, Ames, IA 50010, USA",42.029399,-93.627,"(42.029399, -93.627)",207000,143093.38235294117,129244.9058295964
34,535453210,"1522 MAXWELL AVE, Ames, Iowa, USA","1522 Maxwell Ave, Ames, IA 50010, USA",42.0376628,-93.606565,"(42.0376628, -93.606565)",155000,137557.9120879121,131529.3076923077
35,916386010,"3005 CEDAR LN, Ames, Iowa, USA","3005 Cedar Ln, Ames, IA 50014, USA",41.9951757,-93.6494525,"(41.9951757, -93.6494525)",220000,252244.5,243631.8260869565
36,907181090,"5408 CERVANTES DR, Ames, Iowa, USA","5408 Cervantes Dr, Ames, IA 50014, USA",42.0168902,-93.6919315,"(42.0168902, -93.6919315)",196000,206119.68852459016,195339.0823529412
37,902206020,"118 E 11TH ST, Ames, Iowa, USA","118 E 11th St, Ames, IA 50010, USA",42.0318476,-93.6096908,"(42.0318476, -93.6096908)",61500,127518.29824561403,127219.44583333333
38,527327050,"3323 BUCHANAN CT, Ames, Iowa, USA","3323 Buchanan Ct, Ames, IA 50010, USA",42.0549831,-93.6317746,"(42.0549831, -93.6317746)",195000,158926.03846153847,182447.640625
39,527455250,"1115 28TH ST, Ames, Iowa, USA","1115 28th St, Ames, IA 50010, USA",42.0488372,-93.6258371,"(42.0488372, -93.6258371)",129250,132626.2711864407,150749.10169491524
40,528326110,"3013 ALMOND RD, Ames, Iowa, USA","3013 Almond Rd, Ames, IA 50014, USA",42.0559073,-93.6513731,"(42.0559073, -93.6513731)",291000,261234.10447761195,286375.4932126697
41,914452190,"302 OPAL CIR, Ames, Iowa, USA","302 Opal Cir, Ames, IA 50010, USA",41.99400960000001,-93.6073563,"(41.99400960000001, -93.6073563)",134000,158226.7441860465,145927.56097560975
42,535425060,"1903 MEADOWLANE AVE, Ames, Iowa, USA","1903 Meadowlane Ave, Ames, IA 50010, USA",42.041367,-93.6054572,"(42.041367, -93.6054572)",186000,168292.3076923077,139424.78260869565
43,532376250,"4015 TORONTO ST, Ames, Iowa, USA","4015 Toronto St, Ames, IA 50014, USA",42.0360221,-93.673079,"(42.0360221, -93.673079)",133500,130353.46666666666,144864.25984251968
44,535379110,"1412 KELLOGG AVE, Ames, Iowa, USA","1412 Kellogg Ave, Ames, IA 50010, USA",42.0362045,-93.6136477,"(42.0362045, -93.6136477)",148000,123560.12658227848,129259.84838709678
45,528118010,"3335 PRESTON CIR, Ames, Iowa, USA","3335 Preston Cir, Ames, IA 50010, USA",42.0605784,-93.6580859,"(42.0605784, -93.6580859)",325300,371847.6515151515,317284.67669172934
46,528235160,"3908 WELBECK DR, Ames, Iowa, USA","3908 Welbeck Dr, Ames, IA 50010, USA",42.0603433,-93.6435922,"(42.0603433, -93.6435922)",215000,193177.61,207763.20247933886
47,905478030,"3218 WEST ST, Ames, Iowa, USA","3218 West St, Ames, IA 50014, USA",42.0247405,-93.660997,"(42.0247405, -93.660997)",131000,125697.77777777778,133290.77586206896
48,902106130,"1010 GRAND AVE, Ames, Iowa, USA","1010 Grand Ave, Ames, IA 50010, USA",42.03157909999999,-93.6200784,"(42.03157909999999, -93.6200784)",109500,125882.57894736843,130855.28624535316
49,902102080,"1203 BURNETT AVE, Ames, Iowa, USA","1203 Burnett Ave, Ames, IA 50010, USA",42.0334401,-93.6158737,"(42.0334401, -93.6158737)",110000,122200.67567567568,127068.67159763313
50,909176170,"426 HAYWARD AVE 428, Ames, Iowa, USA","426 Hayward Ave, Ames, IA 50014, USA",42.0181276,-93.6514519,"(42.0181276, -93.6514519)",150000,139671.67647058822,152348.2087912088
51,533206070,"2807 BRISTOL DR, Ames, Iowa, USA","2807 Bristol Dr, Ames, IA 50010, USA",42.047406,-93.647166,"(42.047406, -93.647166)",193800,209149.85185185185,239031.8216216216
52,527302020,"3414 EISENHOWER AVE, Ames, Iowa, USA","3414 Eisenhower Ave, Ames, IA 50010, USA",42.0559751,-93.6376533,"(42.0559751, -93.6376533)",178000,201325.50684931508,208179.21739130435
53,907414060,"4824 WALLER ST, Ames, Iowa, USA","4824 Waller St, Ames, IA 50014, USA",42.0135674,-93.6854016,"(42.0135674, -93.6854016)",179600,196181.9423076923,205301.57594936708
54,904301060,"3012 OAKLAND ST 3014, Ames, Iowa, USA","3012 Oakland St, Ames, IA 50014, USA",42.0279616,-93.6587196,"(42.0279616, -93.6587196)",179000,157633.33333333334,141573.30434782608
55,532479020,"1306 SCOTT CIR, Ames, Iowa, USA","1306 Scott Cir, Ames, IA 50014, USA",42.0346517,-93.6603237,"(42.0346517, -93.6603237)",140000,175462.16216216216,173988.59210526315
56,528110070,"3207 STOCKBURY ST, Ames, Iowa, USA","3207 Stockbury St, Ames, IA 50010, USA",42.0624123,-93.656264,"(42.0624123, -93.656264)",395000,360125.31746031746,310830.5853658537
57,534429130,"808 NARLAND DR, Ames, Iowa, USA","808 Narland Dr, Ames, IA 50010, USA",42.0400015,-93.6218792,"(42.0400015, -93.6218792)",151500,141023.05084745763,136057.85820895524
58,528365060,"2900 RIDGETOP RD, Ames, Iowa, USA","2900 Ridgetop Rd, Ames, IA 50014, USA",42.0497012,-93.6558878,"(42.0497012, -93.6558878)",341000,331699.6666666667,294590.4791666667
59,533135020,"2614 SOUTHRIDGE CIR, Ames, Iowa, USA","2614 Southridge Cir, Ames, IA 50014, USA",42.0473036,-93.6500944,"(42.0473036, -93.6500944)",235000,237046.55172413794,241363.52760736196
60,910203100,"301 S RUSSELL AVE, Ames, Iowa, USA","301 S Russell Ave, Ames, IA 50010, USA",42.020356,-93.6286474,"(42.020356, -93.6286474)",72000,116147.5142857143,119035.86885245901
61,905451390,"310 WESTWOOD DR, Ames, Iowa, USA","310 Westwood Dr, Ames, IA 50014, USA",42.0249489,-93.6671473,"(42.0249489, -93.6671473)",154000,143047.8125,143437.27891156462
62,533213010,"2805 BRISTOL DR, Ames, Iowa, USA","2805 Bristol Dr, Ames, IA 50010, USA",42.047338,-93.647039,"(42.047338, -93.647039)",222000,208253.25,238879.38918918918
63,528118030,"3317 PRESTON CIR, Ames, Iowa, USA","3317 Preston Cir, Ames, IA 50010, USA",42.060601,-93.657373,"(42.060601, -93.657373)",390000,366024.9861111111,316798.2105263158
64,907200340,"5203 SCHUBERT ST, Ames, Iowa, USA","5203 Schubert St, Ames, IA 50014, USA",42.0214834,-93.6879775,"(42.0214834, -93.6879775)",128200,176612.29411764705,199155.46818181817
65,528164060,"3320 FOXLEY DR, Ames, Iowa, USA","3320 Foxley Dr, Ames, IA 50010, USA",42.058348,-93.65758900000002,"(42.058348, -93.65758900000002)",615000,356338.28846153844,318738.4666666667
66,907202010,"410 THACKERAY AVE, Ames, Iowa, USA","410 Thackeray Ave, Ames, IA 50014, USA",42.019404,-93.6865508,"(42.019404, -93.6865508)",158000,197205.10204081633,192438.859437751
67,528186180,"3623 CHILTON AVE, Ames, Iowa, USA","3623 Chilton Ave, Ames, IA 50010, USA",42.0569486,-93.6514127,"(42.0569486, -93.6514127)",254000,263702.109375,284742.00865800865
68,909250060,"2320 KNAPP ST, Ames, Iowa, USA","2320 Knapp St, Ames, IA 50014, USA",42.0188965,-93.6473143,"(42.0188965, -93.6473143)",169000,151578.3392857143,171448.41747572814
69,528315060,"3142 BAYBERRY RD, Ames, Iowa, USA","3142 Bayberry Rd, Ames, IA 50014, USA",42.054148,-93.655767,"(42.054148, -93.655767)",284500,346523.8333333333,305826.0
70,528231020,"3917 WELBECK DR, Ames, Iowa, USA","3917 Welbeck Dr, Ames, IA 50010, USA",42.0607343,-93.6440475,"(42.0607343, -93.6440475)",184500,192888.13541666666,209911.76855895197
71,528456230,"2841 ASPEN RD, Ames, Iowa, USA","2841 Aspen Rd, Ames, IA 50010, USA",42.051465,-93.6477696,"(42.051465, -93.6477696)",210400,245981.66666666666,250007.76518218624
72,907180120,"5325 CERVANTES DR, Ames, Iowa, USA","5325 Cervantes Dr, Ames, IA 50014, USA",42.01758299999999,-93.691007,"(42.01758299999999, -93.691007)",214000,205686.81944444444,192204.25961538462
73,911370410,"433 ASPEN RIDGE RD, Ames, Iowa, USA","433 Aspen Ridge Rd, Ames, IA 50010, USA",42.009536,-93.616112,"(42.009536, -93.616112)",392500,261200.0,261200.0
74,527108090,"4316 HARRISON CIR, Ames, Iowa, USA","4316 Harrison Cir, Ames, IA 50010, USA",42.063269,-93.636105,"(42.063269, -93.636105)",274725,214633.09523809524,215993.47619047618
75,528222050,"4210 WELBECK DR, Ames, Iowa, USA","4210 Welbeck Dr, Ames, IA 50010, USA",42.06250660000001,-93.6441663,"(42.06250660000001, -93.6441663)",156932,194548.31944444444,200393.56084656084
76,528429110,"2416 DALTON CIR, Ames, Iowa, USA","2416 Dalton Cir, Ames, IA 50010, USA",42.0542768,-93.6413892,"(42.0542768, -93.6413892)",282922,243595.77777777778,209915.82421875
77,902328100,"704 BURNETT AVE, Ames, Iowa, USA","704 Burnett Ave, Ames, IA 50010, USA",42.0280832,-93.6151515,"(42.0280832, -93.6151515)",144000,129526.88636363637,128122.51871657754
78,527451410,"1314 BARKLEY CT, Ames, Iowa, USA","1314 Barkley Ct, Ames, IA 50010, USA",42.051564,-93.6275299,"(42.051564, -93.6275299)",88000,129845.29411764706,153409.2427184466
79,531477050," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.6319131,"(42.0307812, -93.6319131)",67500,165712.65217391305,131952.6779661017
80,914476130,"3007 DIAMOND ST, Ames, Iowa, USA","3007 Diamond St, Ames, IA 50010, USA",41.9957149,-93.601356,"(41.9957149, -93.601356)",148000,165195.3125,149744.8148148148
81,535453020,"1523 GLENDALE AVE, Ames, Iowa, USA","1523 Glendale Ave, Ames, IA 50010, USA",42.0377338,-93.6061496,"(42.0377338, -93.6061496)",159000,138621.16279069768,131127.1573033708
82,535379100,"1408 KELLOGG AVE, Ames, Iowa, USA","1408 Kellogg Ave, Ames, IA 50010, USA",42.03603,-93.6136675,"(42.03603, -93.6136675)",120000,123458.86075949368,130232.02839116719
83,905108190,"934 MESA VERDE PL, Ames, Iowa, USA","934 Mesa Verde Pl, Ames, IA 50014, USA",42.0309191,-93.6707812,"(42.0309191, -93.6707812)",134900,161285.7142857143,154019.8875739645
84,905201110,"1124 SCHOLL RD, Ames, Iowa, USA","1124 Scholl Rd, Ames, IA 50014, USA",42.0331658,-93.6651362,"(42.0331658, -93.6651362)",185000,153390.9090909091,163243.58273381295
85,903227090,"1206 MARSTON AVE, Ames, Iowa, USA","1206 Marston Ave, Ames, IA 50010, USA",42.0335431,-93.6233436,"(42.0335431, -93.6233436)",132500,126492.12962962964,132838.17073170733
86,905107300,"3902 ARKANSAS DR, Ames, Iowa, USA","3902 Arkansas Dr, Ames, IA 50014, USA",42.0312709,-93.672106,"(42.0312709, -93.672106)",160500,149748.2142857143,155739.75625
87,903401070,"611 RIDGEWOOD AVE, Ames, Iowa, USA","611 Ridgewood Ave, Ames, IA 50010, USA",42.0272497,-93.6256788,"(42.0272497, -93.6256788)",165000,134723.5294117647,130075.83259911895
88,903230100,"1015 CURTISS AVE, Ames, Iowa, USA","1015 Curtiss Ave, Ames, IA 50010, USA",42.0318346,-93.6248476,"(42.0318346, -93.6248476)",100000,131821.27659574468,131730.7224334601
89,527105010,"4025 BERKSHIRE AVE, Ames, Iowa, USA","4025 Berkshire Ave, Ames, IA 50010, USA",42.0612335,-93.6392567,"(42.0612335, -93.6392567)",189900,196070.9745762712,202529.45714285714
90,528480020,"2616 KINGSTON DR, Ames, Iowa, USA","2616 Kingston Dr, Ames, IA 50010, USA",42.0520027,-93.6442059,"(42.0520027, -93.6442059)",227875,255783.2394366197,226809.53333333333
91,527402130,"1217 JEFFERSON ST, Ames, Iowa, USA","1217 Jefferson St, Ames, IA 50010, USA",42.0555166,-93.6271037,"(42.0555166, -93.6271037)",111900,141357.14285714287,177973.64361702127
92,909251080,"507 LYNN AVE, Ames, Iowa, USA","507 Lynn Ave, Ames, IA 50014, USA",42.0176227,-93.6466608,"(42.0176227, -93.6466608)",145000,160133.12698412698,177444.2385321101
93,908201120,"3411 TRIPP ST 3413, Ames, Iowa, USA","3411 Tripp St, Ames, IA 50014, USA",42.0202853,-93.6653323,"(42.0202853, -93.6653323)",118000,111939.18918918919,124665.49618320611
94,533221080,"2713 HAMPTON ST, Ames, Iowa, USA","2713 Hampton St, Ames, IA 50010, USA",42.0461909,-93.6460273,"(42.0461909, -93.6460273)",166000,204641.57894736843,228456.18902439025
95,535178100,"2004 BURNETT AVE, Ames, Iowa, USA","2004 Burnett Ave, Ames, IA 50010, USA",42.0423026,-93.6156461,"(42.0423026, -93.6156461)",148000,144352.86956521738,143504.26785714287
96,535457050,"1302 MAXWELL AVE, Ames, Iowa, USA","1302 Maxwell Ave, Ames, IA 50010, USA",42.034714,-93.606533,"(42.034714, -93.606533)",99000,126342.66666666667,132685.91707317074
97,923226270,"615 MEADOW PL, Ames, Iowa, USA","615 Meadow Pl, Ames, IA 50010, USA",41.9924141,-93.6029808,"(41.9924141, -93.6029808)",86000,133843.2894736842,147393.25925925927
98,535105090,"2527 KELLOGG AVE, Ames, Iowa, USA","2527 Kellogg Ave, Ames, IA 50010, USA",42.047407,-93.616126,"(42.047407, -93.616126)",165000,171658.25531914894,152542.13970588235
99,533253070,"2024 PINEHURST DR, Ames, Iowa, USA","2024 Pinehurst Dr, Ames, IA 50010, USA",42.042511,-93.649136,"(42.042511, -93.649136)",211500,218895.2380952381,213369.4623655914
100,907280170,"4619 CLEMENS BLVD, Ames, Iowa, USA","4619 Clemens Blvd, Ames, IA 50014, USA",42.0181653,-93.6817957,"(42.0181653, -93.6817957)",210000,191329.68235294116,187174.48113207548
101,914476450,"703 ONYX ST, Ames, Iowa, USA","703 Onyx St, Ames, IA 50010, USA",41.9962483,-93.6025295,"(41.9962483, -93.6025295)",228500,180543.10344827586,147838.47619047618
102,535327200,"1624 DOUGLAS AVE, Ames, Iowa, USA","1624 Douglas Ave, Ames, IA 50010, USA",42.0392683,-93.6120253,"(42.0392683, -93.6120253)",132000,130332.43243243243,136443.00763358778
103,528441090,"2426 YORKSHIRE CIR, Ames, Iowa, USA","2426 Yorkshire Cir, Ames, IA 50010, USA",42.052903,-93.641855,"(42.052903, -93.641855)",468000,250925.45070422534,212856.276
104,906426195,"601 CHELSEA CT, Ames, Iowa, USA","601 Chelsea Ct, Ames, IA 50014, USA",42.027235,-93.679165,"(42.027235, -93.679165)",240000,176752.1739130435,181481.13953488372
105,534275170,"2009 ROOSEVELT CIR, Ames, Iowa, USA","2009 Roosevelt Cir, Ames, IA 50010, USA",42.0425245,-93.6239373,"(42.0425245, -93.6239373)",151500,141390.29508196723,147176.3574879227
106,923226180,"633 MEADOW PL, Ames, Iowa, USA","633 Meadow Pl, Ames, IA 50010, USA",41.9926829,-93.6021877,"(41.9926829, -93.6021877)",73000,132129.4366197183,147396.19402985074
107,923226320,"605 MEADOW PL, Ames, Iowa, USA","605 Meadow Pl, Ames, IA 50010, USA",41.9923178,-93.6033603,"(41.9923178, -93.6033603)",75500,135922.77108433735,147471.03703703705
108,528118050,"3305 PRESTON CIR, Ames, Iowa, USA","3305 Preston Cir, Ames, IA 50010, USA",42.0606287,-93.6565017,"(42.0606287, -93.6565017)",500067,358719.8961038961,316090.837037037
109,916253320," , Ames, Iowa, USA","Ames, IA, USA",42.0307812,-93.6319131,"(42.0307812, -93.6319131)",330000,154299.60869565216,129728.10169491525
110,904300150,"3021 OAKLAND ST, Ames, Iowa, USA","3021 Oakland St, Ames, IA 50014, USA",42.0283927,-93.6591355,"(42.0283927, -93.6591355)",107500,165731.57894736843,144851.88524590165
111,533236050,"2510 BRISTOL DR, Ames, Iowa, USA","2510 Bristol Dr, Ames, IA 50010, USA",42.0469478,-93.6428597,"(42.0469478, -93.6428597)",172500,198601.66666666666,219538.6769230769
112,527354160,"2009 STEVENSON DR, Ames, Iowa, USA","2009 Stevenson Dr, Ames, IA 50010, USA",42.0527012,-93.6360411,"(42.0527012, -93.6360411)",185000,198197.27272727274,191480.76951672861
113,528435040,"2604 DALTON ST, Ames, Iowa, USA","2604 Dalton St, Ames, IA 50010, USA",42.0540084,-93.6436714,"(42.0540084, -93.6436714)",311872,256556.31147540984,218824.53237410073
114,534129230,"2705 HOOVER AVE, Ames, Iowa, USA","2705 Hoover Ave, Ames, IA 50010, USA",42.0481878,-93.6305078,"(42.0481878, -93.6305078)",165150,165207.75862068965,158093.8625592417
115,535325350,"225 16TH ST, Ames, Iowa, USA","225 16th St, Ames, IA 50010, USA",42.03852089999999,-93.6136873,"(42.03852089999999, -93.6136873)",125000,125743.38235294117,136251.82867132867
116,902408080,"508 CARROLL AVE, Ames, Iowa, USA","508 Carroll Ave, Ames, IA 50010, USA",42.026329,-93.6082663,"(42.026329, -93.6082663)",159500,136470.6896551724,124113.91860465116
117,916455050,"2829 WHITE OAK DR, Ames, Iowa, USA","2829 White Oak Dr, Ames, IA 50014, USA",41.99654659999999,-93.6470568,"(41.99654659999999, -93.6470568)",180500,221440.37142857144,246368.0888888889
118,909276200,"418 PEARSON AVE, Ames, Iowa, USA","418 Pearson Ave, Ames, IA 50014, USA",42.0187317,-93.642147,"(42.0187317, -93.642147)",160000,188776.74,177582.87
119,534277060,"2125 FURMAN DR, Ames, Iowa, USA","2125 Furman Dr, Ames, IA 50010, USA",42.044356,-93.6215824,"(42.044356, -93.6215824)",109008,139840.8208955224,150892.94273127752
120,905107280,"3914 ARKANSAS DR, Ames, Iowa, USA","3914 Arkansas Dr, Ames, IA 50014, USA",42.031094,-93.672564,"(42.031094, -93.672564)",153000,152115.306122449,158769.0421686747
121,923204050,"3309 SOUTHDALE DR, Ames, Iowa, USA","3309 Southdale Dr, Ames, IA 50010, USA",41.9927647,-93.6057539,"(41.9927647, -93.6057539)",132250,134410.9090909091,147020.88235294117
122,531376050,"1508 CALIFORNIA AVE, Ames, Iowa, USA","1508 California Ave, Ames, IA 50014, USA",42.0371459,-93.6910687,"(42.0371459, -93.6910687)",184900,177744.09615384616,178899.9125
123,903454010,"1218 N 3RD ST, Ames, Iowa, USA","1218 N 3rd St, Ames, IA 50010, USA",42.0250013,-93.6277568,"(42.0250013, -93.6277568)",127000,123255.18,131835.578125
124,906412010,"532 WESTFIELD RD, Ames, Iowa, USA","532 Westfield Rd, Ames, IA 50014, USA",42.0278211,-93.6873236,"(42.0278211, -93.6873236)",475000,255140.125,200870.51666666666
125,535301060,"1907 CLARK AVE, Ames, Iowa, USA","1907 Clark Ave, Ames, IA 50010, USA",42.0413956,-93.6174665,"(42.0413956, -93.6174665)",142000,140101.26865671642,139658.2551440329
126,534453080,"1430 RIDGEWOOD AVE, Ames, Iowa, USA","1430 Ridgewood Ave, Ames, IA 50010, USA",42.03661830000001,-93.6287266,"(42.03661830000001, -93.6287266)",112000,130101.11111111111,137620.54922279794
127,911102180,"202 S WALNUT AVE, Ames, Iowa, USA","202 S Walnut Ave, Ames, IA 50010, USA",42.0214702,-93.6165761,"(42.0214702, -93.6165761)",80900,83401.375,111675.86956521739
128,535403210,"1604 CARROLL AVE, Ames, Iowa, USA","1604 Carroll Ave, Ames, IA 50010, USA",42.0384456,-93.6087016,"(42.0384456, -93.6087016)",135000,136917.20430107528,132988.83886255923
129,531382120,"5214 MARYLAND ST, Ames, Iowa, USA","5214 Maryland St, Ames, IA 50014, USA",42.0357026,-93.6897014,"(42.0357026, -93.6897014)",193500,172944.33333333334,184265.63736263735
130,916455120,"2311 SUNCREST DR, Ames, Iowa, USA","2311 Suncrest Dr, Ames, IA 50014, USA",41.9956076,-93.6474132,"(41.9956076, -93.6474132)",232500,226752.03225806452,245212.53333333333
131,905475510,"310 COLORADO CIR, Ames, Iowa, USA","310 Colorado Cir, Ames, IA 50014, USA",42.02559460000001,-93.6632943,"(42.02559460000001, -93.6632943)",114000,154386.04166666666,138890.64
132,916326090,"2320 TIMBERLAND RD, Ames, Iowa, USA","2320 Timberland Rd, Ames, IA 50014, USA",42.0004141,-93.6494327,"(42.0004141, -93.6494327)",257000,209777.77777777778,228086.90476190476
133,909101140,"2812 WOOD ST, Ames, Iowa, USA","2812 Wood St, Ames, IA 50014, USA",42.02195649999999,-93.6562046,"(42.02195649999999, -93.6562046)",117000,101353.84615384616,122492.92929292929
134,907260050,"5110 CLEMENS BLVD, Ames, Iowa, USA","5110 Clemens Blvd, Ames, IA 50014, USA",42.01675729999999,-93.6879669,"(42.01675729999999, -93.6879669)",213000,216675.7741935484,192867.9375
135,907131090,"5300 NORRIS ST, Ames, Iowa, USA","5300 Norris St, Ames, IA 50014, USA",42.0206433,-93.6900779,"(42.0206433, -93.6900779)",212000,182039.04285714286,199015.94607843139
136,903206160,"910 BROOKRIDGE AVE, Ames, Iowa, USA","910 Brookridge Ave, Ames, IA 50010, USA",42.0308713,-93.6272224,"(42.0308713, -93.6272224)",202500,141170.76712328766,131194.5154185022
