,PID,SalePrice,MiscFeature,Fireplaces,FireplaceQu,PoolQC,PoolArea,PavedDrive,ExterQual,OverallQual,OverallCond,MiscVal,YearBuilt,YearRemodAdd,KitchenQual,Fence,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterCond,MasVnrType,MasVnrArea
97,535457050,99000,,0,,,0,Y,TA,5,6,0,1961,1961,TA,,Gable,CompShg,BrkFace,Wd Sdng,TA,None,0.0
98,923226270,86000,,0,,,0,Y,TA,4,8,0,1970,2002,Gd,,Gable,CompShg,CemntBd,CmentBd,Gd,None,0.0
99,535105090,165000,,1,Gd,,0,Y,TA,6,5,0,1962,1962,TA,,Gable,Tar&Grv,Plywood,Plywood,TA,BrkFace,305.0
100,533253070,211500,,2,TA,,0,Y,Gd,8,5,0,1981,1981,Gd,,Gable,CompShg,Wd Sdng,Plywood,TA,None,0.0
101,907280170,210000,,1,TA,,0,Y,Gd,7,5,0,1997,1998,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,209.0
102,914476450,228500,,1,TA,,0,Y,TA,4,5,0,1991,1991,TA,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
103,535327200,132000,,0,,,0,Y,TA,5,7,0,1956,2000,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
104,528441090,468000,,2,Gd,,0,Y,Ex,9,5,0,2005,2006,Ex,GdPrv,Hip,CompShg,VinylSd,VinylSd,TA,Stone,198.0
105,906426195,240000,,2,Fa,,0,Y,Gd,6,5,0,1992,1992,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
106,534275170,151500,Gar2,0,,,0,Y,TA,6,8,15500,1960,1998,TA,,Hip,CompShg,MetalSd,MetalSd,Gd,None,0.0
107,923226180,73000,,0,,,0,Y,TA,4,6,0,1970,1970,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
108,923226320,75500,,0,,,0,Y,TA,4,6,0,1972,1972,TA,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
109,528118050,500067,,1,Gd,,0,Y,Ex,10,5,0,2007,2007,Ex,,Hip,CompShg,CemntBd,CmentBd,TA,BrkFace,970.0
110,916253320,330000,,1,TA,,0,Y,Gd,7,5,0,1998,1998,Gd,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkFace,239.0
111,904300150,107500,,0,,,0,N,TA,5,3,0,1917,1950,Po,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
112,533236050,172500,,0,,,0,Y,Gd,8,5,0,1999,2000,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,456.0
113,527354160,185000,,1,TA,,0,Y,TA,7,6,0,1980,1988,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,280.0
114,528435040,311872,,1,Gd,,0,Y,Ex,7,5,0,2007,2007,Ex,,Hip,CompShg,CemntBd,CmentBd,TA,Stone,205.0
115,534129230,165150,,1,TA,,0,Y,TA,6,5,0,1972,1972,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,288.0
116,535325350,125000,Shed,0,,,0,Y,TA,5,6,650,1955,1955,TA,MnPrv,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
117,902408080,159500,,0,,,0,P,TA,7,8,0,1890,1998,TA,,Gable,CompShg,Wd Sdng,VinylSd,Gd,None,0.0
118,916455050,180500,,0,,,0,Y,Gd,8,5,0,2001,2001,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,86.0
119,909276200,160000,,2,TA,,0,Y,Gd,5,7,0,1940,1950,TA,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
120,534277060,109008,,0,,,0,Y,TA,4,6,0,1957,1957,TA,,Hip,CompShg,MetalSd,MetalSd,TA,None,0.0
121,905107280,153000,,1,Po,,0,Y,TA,6,8,0,1978,1978,TA,GdWo,Gable,CompShg,HdBoard,HdBoard,TA,BrkCmn,40.0
122,923204050,132250,,0,,,0,Y,TA,4,5,0,1963,1963,TA,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
123,531376050,184900,,0,,,0,Y,Gd,7,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,96.0
124,903454010,127000,,0,,,0,Y,TA,6,7,0,1914,2006,Gd,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
125,906412010,475000,,2,Gd,,0,Y,Gd,9,5,0,2008,2008,Ex,,Hip,CompShg,VinylSd,VinylSd,TA,Stone,554.0
126,535301060,142000,,0,,,0,Y,TA,5,9,0,1953,2006,Ex,,Gable,CompShg,VinylSd,MetalSd,Ex,None,0.0
127,534453080,112000,,0,,,0,N,TA,5,8,0,1958,2000,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
128,911102180,80900,,0,,,0,N,TA,4,7,0,1910,2000,TA,,Gable,CompShg,Plywood,Plywood,TA,None,0.0
129,535403210,135000,,0,,,0,Y,TA,6,6,0,1957,1957,TA,,Hip,CompShg,Plywood,Plywood,TA,Stone,143.0
130,531382120,193500,,1,Fa,,0,Y,TA,6,5,0,1994,1998,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,258.0
131,916455120,232500,,1,TA,,0,Y,Gd,8,5,0,2003,2003,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,206.0
132,905475510,114000,,0,,,0,N,TA,5,3,0,1964,1964,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,None,0.0
133,916326090,257000,,1,Gd,,0,Y,TA,6,8,0,1958,1995,Gd,GdPrv,Hip,CompShg,HdBoard,HdBoard,Gd,BrkFace,1224.0
134,909101140,117000,,0,,,0,Y,TA,5,5,0,1941,1960,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
135,907260050,213000,,1,Gd,,0,Y,Gd,7,5,0,2003,2003,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
136,907131090,212000,,1,TA,,0,Y,Gd,7,6,0,1996,1996,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
137,903206160,202500,,1,Gd,,0,Y,TA,6,7,0,1924,1996,TA,GdPrv,Gambrel,CompShg,BrkComm,Stucco,TA,None,0.0
138,528222020,185101,,0,,,0,Y,Gd,7,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
139,526352090,167000,,1,Po,,0,Y,TA,7,5,0,1970,1970,TA,GdWo,Flat,Tar&Grv,Plywood,Plywood,Gd,None,0.0
140,534201280,138500,,0,,,0,Y,TA,5,5,0,1968,1968,TA,GdWo,Hip,CompShg,HdBoard,HdBoard,TA,BrkFace,168.0
141,908102330,102000,,0,,,0,Y,TA,4,5,0,1951,1951,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
142,906385010,198900,,0,,,0,Y,TA,7,5,0,2009,2009,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
143,534276230,145000,,0,,,0,Y,TA,5,5,0,1959,2005,TA,,Gable,CompShg,MetalSd,MetalSd,TA,BrkFace,122.0
144,906420020,220000,,1,TA,,0,Y,Gd,8,5,0,1992,1992,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
145,527404120,126000,,0,,,0,Y,TA,4,5,0,1970,1970,TA,MnPrv,Gable,CompShg,Plywood,Plywood,TA,None,0.0
146,907192010,200000,,0,,,0,Y,Gd,7,5,0,2002,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
147,527131030,278000,,1,Ex,,0,Y,Gd,8,5,0,2000,2000,Ex,,Gable,CompShg,CemntBd,CmentBd,TA,None,0.0
148,527452290,145000,,1,TA,,0,Y,TA,5,7,0,1967,1975,TA,,Hip,CompShg,MetalSd,MetalSd,TA,None,0.0
149,907250030,318000,,1,Gd,,0,Y,Gd,8,5,0,2003,2003,Gd,,Hip,CompShg,CemntBd,CmentBd,TA,BrkFace,320.0
150,909251040,146500,,1,Gd,,0,P,TA,6,7,0,1921,2005,TA,,Gable,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
151,535377100,86900,,0,,,0,Y,TA,4,8,0,1900,1998,Fa,,Gable,CompShg,MetalSd,MetalSd,Gd,None,0.0
152,528174050,213000,,1,Gd,,0,Y,Gd,6,5,0,2005,2005,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,Stone,240.0
153,533128090,262000,,1,Fa,,0,Y,Gd,8,5,0,1994,1995,Gd,GdPrv,Gable,CompShg,ImStucc,ImStucc,TA,None,0.0
154,533250110,217500,,1,Fa,,0,Y,Gd,8,5,0,1995,1995,Gd,,Hip,CompShg,BrkFace,BrkFace,TA,None,0.0
155,908186040,148000,,0,,,0,Y,TA,6,5,0,2005,2005,TA,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,80.0
156,903231050,113000,,0,,,0,Y,Gd,5,7,0,1939,1950,TA,MnPrv,Gable,CompShg,AsbShng,AsbShng,TA,None,0.0
157,908152110,160500,,1,TA,,0,Y,TA,6,7,0,1976,2001,TA,MnPrv,Hip,CompShg,Plywood,Plywood,TA,None,0.0
158,535476110,145000,,0,,,0,Y,TA,5,7,0,1978,1978,Gd,,Gable,CompShg,Plywood,Plywood,Gd,BrkFace,124.0
159,533250050,245500,,2,Gd,,0,Y,Gd,8,5,0,1996,1996,Ex,,Gable,CompShg,BrkFace,BrkFace,TA,None,0.0
160,535325340,133500,,1,TA,,0,Y,TA,5,5,0,1956,1956,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
161,909475050,198000,,2,TA,,0,Y,TA,7,5,0,1971,1971,TA,GdWo,Gable,CompShg,Plywood,Plywood,TA,BrkFace,652.0
162,907196020,205000,,1,TA,,0,Y,Gd,7,5,0,2001,2002,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,BrkFace,150.0
163,533130160,285000,,1,TA,,0,Y,Gd,8,5,0,1992,1993,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,180.0
164,535102010,175000,,1,TA,,0,Y,TA,5,6,0,1966,1966,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,87.0
165,531475220,160000,,2,TA,,0,Y,TA,6,7,0,1981,1981,TA,,Gable,CompShg,Wd Sdng,Wd Shng,TA,None,0.0
166,527325070,272000,,1,TA,,0,Y,TA,6,7,0,1977,1995,TA,,Gable,CompShg,HdBoard,HdBoard,Gd,BrkFace,424.0
167,911175440,115000,,0,,,0,Y,Fa,5,6,0,1951,1951,TA,,Gable,CompShg,WdShing,Wd Shng,Fa,None,0.0
168,903226160,134000,,0,,,0,Y,TA,6,7,0,1939,1950,TA,MnPrv,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
169,902134100,78000,,0,,,0,P,TA,5,6,0,1910,1950,TA,,Mansard,CompShg,MetalSd,MetalSd,TA,None,0.0
170,902111010,111500,,0,,,0,N,TA,5,7,0,1925,1950,TA,,Gable,CompShg,MetalSd,Stucco,TA,None,0.0
171,535381040,142900,,1,TA,,0,Y,TA,4,5,0,1915,1950,Gd,,Gable,CompShg,MetalSd,MetalSd,TA,None,0.0
172,910202060,125500,,0,,,0,N,TA,4,8,0,1922,2007,Gd,MnPrv,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
173,535477180,125500,,0,,,0,Y,TA,5,5,0,1962,1962,TA,,Hip,CompShg,Wd Sdng,Wd Sdng,TA,None,0.0
174,528429120,423000,,1,Ex,,0,Y,Gd,8,5,0,2005,2006,Ex,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
175,908127050,119900,,0,,,0,Y,TA,5,4,0,1969,1969,TA,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
176,528439010,247000,,1,Gd,,0,Y,Gd,8,5,0,2006,2007,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,,
177,906223110,226500,,1,TA,,0,Y,Gd,7,5,0,1994,1994,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,251.0
178,528358010,260400,,1,TA,,0,Y,Gd,7,5,0,1996,1996,Gd,,Hip,CompShg,VinylSd,VinylSd,TA,BrkFace,338.0
179,532378160,135000,,1,TA,,0,Y,TA,5,7,0,1961,1994,TA,,Gable,CompShg,HdBoard,Plywood,TA,None,0.0
180,531450040,175900,,0,,,0,Y,Gd,6,5,0,1992,1992,Gd,,Gable,CompShg,VinylSd,VinylSd,Gd,None,0.0
181,527326040,82500,,1,TA,,0,Y,TA,7,5,0,1977,1977,TA,,Hip,CompShg,Plywood,Plywood,Gd,BrkFace,209.0
182,903204095,79500,Shed,0,,,0,P,TA,5,6,600,1930,1960,TA,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
183,527182170,207500,,1,TA,,0,Y,Gd,7,5,0,1984,1984,Gd,,Gable,CompShg,HdBoard,HdBoard,TA,None,0.0
184,905105040,115000,,0,,,0,Y,TA,5,5,0,1968,1968,TA,,Gable,CompShg,HdBoard,HdBoard,TA,BrkFace,89.0
185,528477020,249700,,0,,,0,Y,Gd,8,5,0,2006,2006,Gd,,Gable,CompShg,VinylSd,VinylSd,TA,None,0.0
186,905202210,164000,,2,TA,,0,Y,TA,5,6,0,1963,1963,TA,,Flat,Tar&Grv,WdShing,Wd Shng,TA,None,0.0
187,903425190,220000,,1,Gd,,0,Y,TA,6,5,0,1962,1962,TA,,Gable,CompShg,BrkFace,Wd Sdng,TA,None,0.0
