PID,GrLivArea,SalePrice,maybe_MSZoning,LotFrontage,LotArea,Street_paved,Alley,maybe_LotShape,LandContour,Utilities,LandSlope,Neighborhood,BldgType,OverallQual,maybe_OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,maybe_MasVnrType,MasVnrArea,ExterQual,maybe_ExterCond,Foundation,maybe_BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC_nom,CentralAir,Electrical,1stFlrSF,2ndFlrSF,maybe_LowQualFinSF,BsmtFullBath,maybe_BsmtHalfBath,FullBath,maybe_HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,maybe_GarageQual,maybe_GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,maybe_EnclosedPorch,maybe_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_log,HeatingQC_ord,LotShape_com,MSZoning_com,LF_Near_NS_RR,LF_Near_Positive_Feature,LF_Adjacent_Arterial_St,LF_Near_EW_RR,LF_Adjacent_Feeder_St,LF_Near_Postive_Feature,Heating_com,Electrical_com,LotConfig_com,LotFrontage_log,LotArea_log,BsmtCond_ord,BsmtQual_ord,BsmtExposure_ord,BSMT_GLQ,maybe_BSMT_ALQ,maybe_BSMT_BLQ,maybe_BSMT_LwQ,BSMT_Rec,GarageType_con,MS_coded,number_floors,attic,PUD,Functional_ord,1stFlrSF_log,2ndFlrSF_log,GrLivArea_log,sold_datetime
528186170,1342,219500,RL,48.0,6240,Pave,No alley access,Reg,Level,EGWS,Gentle,NridgHt,TwnhsE,8,5,2006,2007,Hip,Standard (Composite) Shingle,Brick Face,196.0,4,3,PConc,1318.0,1342.0,GasA,Ex,Y,SBrkr,1342,0,0,0.0,0.0,2,0,2,1,4,6,1,4,2007.0,RFn,2.0,550.0,TA,TA,Paved,0,35,0,0,0,0,,No Fence,Nothing,0,2,2008,WD ,Normal,5.3414345245781405,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.6812412373755872,3.795184589682424,3,4,1,24.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,1,7,3.1277525158329733,0.0,3.1277525158329733,2008-02-01
923426070,1274,136000,RL,63.0,10475,Pave,No alley access,Reg,Level,EGWS,Gentle,Mitchel,1Fam,5,5,1991,1991,Gable,Standard (Composite) Shingle,None,0.0,3,3,PConc,166.0,624.0,GasA,Gd,Y,SBrkr,624,650,0,0.0,0.0,1,1,3,1,3,6,0,0,1993.0,Unf,2.0,576.0,TA,TA,Paved,22,0,0,0,0,0,,Good Wood,Nothing,0,3,2010,WD ,Normal,5.133538908370218,4,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.7993405494535817,4.020154031638333,3,4,1,0.0,0.0,0.0,0.0,458.0,Detchd,2-Story,2,No attic,0,7,2.795184589682424,2.813580988568192,3.1051694279993316,2010-03-01
902204080,861,80000,RM,62.0,7404,Pave,No alley access,Reg,Level,EGWS,Gentle,OldTown,1Fam,4,6,1920,1950,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,861.0,861.0,GasA,TA,Y,SBrkr,861,0,0,0.0,0.0,1,0,2,1,3,5,0,0,1920.0,Unf,2.0,288.0,TA,TA,Dirt Gravel,0,0,128,0,0,0,,No Fence,Nothing,0,11,2009,Oth,Normal,4.903089986991944,3,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.792391689498254,3.8694664100808667,3,2,1,0.0,0.0,0.0,0.0,0.0,Detchd,1-Story,1,No attic,0,7,2.935003151453655,0.0,2.935003151453655,2009-11-01
535105100,1394,159000,RL,,9500,Pave,No alley access,IR1,Level,EGWS,Gentle,NAmes,1Fam,6,5,1963,1963,Gable,Standard (Composite) Shingle,Brick Face,247.0,3,3,CBlock,785.0,1394.0,GasA,Gd,Y,SBrkr,1394,0,0,1.0,0.0,1,1,3,1,3,6,2,4,1963.0,RFn,2.0,514.0,TA,TA,Paved,0,76,0,0,185,0,,No Fence,Nothing,0,7,2009,WD ,Normal,5.201397124320452,4,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),,3.9777236052888476,3,4,1,0.0,0.0,609.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.144262773761991,0.0,3.144262773761991,2009-07-01
907405020,1536,214000,RL,70.0,9135,Pave,No alley access,Reg,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2002,2003,Gable,Standard (Composite) Shingle,Brick Face,113.0,4,3,PConc,726.0,1536.0,GasA,Ex,Y,SBrkr,1536,0,0,1.0,0.0,2,0,3,1,4,7,0,0,2002.0,RFn,2.0,532.0,TA,TA,Paved,192,74,0,0,0,0,,No Fence,Nothing,0,12,2008,WD ,Normal,5.330413773349191,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.845098040014257,3.9607085516885565,3,4,3,810.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.186391215695493,0.0,3.186391215695493,2008-12-01
531382110,1680,163000,RL,50.0,8480,Pave,No alley access,IR1,Level,EGWS,Gentle,SawyerW,1Fam,6,5,1993,1994,Gable,Standard (Composite) Shingle,Brick Face,120.0,4,3,PConc,284.0,886.0,GasA,Ex,Y,SBrkr,886,794,0,0.0,1.0,2,1,3,1,4,7,0,0,1993.0,RFn,2.0,474.0,TA,TA,Paved,144,96,0,0,0,0,,No Fence,Nothing,0,10,2008,WD ,Normal,5.212187604403958,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.6989700043360187,3.9283958522567137,3,4,1,602.0,0.0,0.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,2.9474337218870508,2.9003671286564705,3.225309281725863,2008-10-01
906380120,1274,203000,RL,68.0,8814,Pave,No alley access,Reg,Level,EGWS,Gentle,CollgCr,1Fam,7,5,2005,2007,Gable,Standard (Composite) Shingle,Brick Face,80.0,4,3,PConc,349.0,1274.0,GasA,Ex,Y,SBrkr,1274,0,0,1.0,0.0,2,0,3,1,4,6,0,0,2005.0,RFn,2.0,508.0,TA,TA,Paved,264,98,0,0,0,0,,No Fence,Nothing,0,1,2007,New,Partial,5.307496037913213,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8325089127062364,3.9451730461739003,3,4,1,925.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.1051694279993316,0.0,3.1051694279993316,2007-01-01
909101060,864,67000,RL,45.0,8248,Pave,Gravel,Reg,Level,EGWS,Gentle,Edwards,1Fam,3,3,1914,1950,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,823.0,864.0,GasA,TA,N,FuseF,864,0,0,1.0,0.0,1,0,2,1,3,5,0,0,,,0.0,0.0,,,Dirt Gravel,0,0,100,0,0,0,,No Fence,Nothing,0,9,2008,WD ,Normal,4.826074802700826,3,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"60 Amp fuse box, Romex or older wiring",Inside lot (1 side frontage),1.6532125137753437,3.91634865227546,3,3,1,0.0,0.0,41.0,0.0,0.0,0,1-Story,1,No attic,0,7,2.936513742478893,0.0,2.936513742478893,2008-09-01
534152050,1610,205000,RL,,10603,Pave,No alley access,IR1,Level,EGWS,Gentle,NWAmes,1Fam,6,7,1977,2001,Gable,Standard (Composite) Shingle,Brick Face,28.0,3,3,PConc,410.0,1610.0,GasA,Gd,Y,SBrkr,1610,0,0,1.0,0.0,2,0,3,1,4,6,2,3,1977.0,RFn,2.0,480.0,TA,TA,Paved,168,68,0,0,0,0,,No Fence,Nothing,0,2,2010,WD ,Normal,5.311753861055754,4,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),,4.025428761407241,3,3,2,0.0,1200.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.2068258760318495,0.0,3.2068258760318495,2010-02-01
923252075,1091,131250,RL,62.0,7706,Pave,No alley access,Reg,Level,EGWS,Gentle,Mitchel,1Fam,6,5,1993,1996,Gable,Standard (Composite) Shingle,None,0.0,3,4,CBlock,0.0,384.0,GasA,Ex,Y,SBrkr,1091,0,0,0.0,1.0,1,0,2,1,3,5,0,0,1993.0,Fin,1.0,429.0,TA,TA,Paved,280,0,0,0,0,0,,No Fence,Shed,700,8,2009,WD ,Normal,5.1180993120779945,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.792391689498254,3.886829004676982,3,4,3,270.0,0.0,0.0,0.0,114.0,Attchd,SplitMulti,2,No attic,0,7,3.037824750588342,0.0,3.037824750588342,2009-08-01
531376060,1486,181000,RL,65.0,7441,Pave,No alley access,IR1,Level,EGWS,Gentle,SawyerW,1Fam,7,5,2006,2006,Gable,Standard (Composite) Shingle,Brick Face,170.0,4,3,PConc,1461.0,1461.0,GasA,Ex,Y,SBrkr,1486,0,0,0.0,0.0,2,0,3,1,4,7,0,0,2006.0,RFn,2.0,566.0,TA,TA,Paved,0,32,0,0,0,0,,No Fence,Nothing,0,6,2007,WD ,Normal,5.2576785748691846,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.8129133566428555,3.8716313045375537,3,4,1,0.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.1720188094245563,0.0,3.1720188094245563,2007-06-01
902201120,789,115000,RM,50.0,6000,Pave,No alley access,Reg,Level,EGWS,Gentle,OldTown,1Fam,5,5,1948,1950,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,516.0,789.0,GasA,Ex,Y,SBrkr,789,0,0,0.0,0.0,1,0,2,1,3,5,0,0,1948.0,Unf,1.0,250.0,TA,TA,Paved,0,0,0,0,0,0,,No Fence,Nothing,0,4,2008,WD ,Partial,5.060697840353612,5,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.6989700043360187,3.7781512503836434,3,3,1,0.0,104.0,169.0,0.0,0.0,Detchd,1-Story,1,No attic,0,7,2.89707700320942,0.0,2.89707700320942,2008-04-01
923228080,1092,98000,RM,21.0,1477,Pave,No alley access,Reg,Level,EGWS,Gentle,MeadowV,Twnhs,6,9,1970,2007,Gable,Standard (Composite) Shingle,None,0.0,3,4,CBlock,188.0,546.0,GasA,Ex,Y,SBrkr,546,546,0,0.0,0.0,2,1,3,1,3,6,0,0,,,0.0,0.0,,,Paved,187,0,0,0,0,0,,No Fence,Nothing,0,3,2008,WD ,Normal,4.991226075692495,5,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.3222192947339193,3.1693804953119495,3,3,1,358.0,0.0,0.0,0.0,0.0,0,2-Story,2,No attic,1,7,2.7371926427047373,2.737987326333431,3.0382226383687185,2008-03-01
902326030,2640,265979,RM,65.0,11700,Pave,Paved,IR1,Level,EGWS,Gentle,OldTown,1Fam,7,7,1880,2003,Mansard,Standard (Composite) Shingle,None,0.0,4,3,Stone,1240.0,1240.0,GasW,TA,N,SBrkr,1320,1320,0,0.0,0.0,1,1,4,1,4,8,1,4,1950.0,Unf,4.0,864.0,TA,TA,Dirt Gravel,181,0,386,0,0,0,,No Fence,Nothing,0,5,2009,WD ,Normal,5.424847348871119,3,Slightly irregular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered water/steam heating,"Standard circuit breakers, all Romex wiring",Corner lot,1.8129133566428555,4.068185861746161,2,3,1,0.0,0.0,0.0,0.0,0.0,Detchd,2-Story,2,No attic,0,7,3.12057393120585,3.1209028176145273,3.4216039268698313,2009-05-01
527451330,1092,105500,RM,21.0,1680,Pave,No alley access,Reg,Level,EGWS,Gentle,BrDale,Twnhs,5,5,1971,1971,Gable,Standard (Composite) Shingle,Brick Face,492.0,3,3,CBlock,225.0,525.0,GasA,TA,Y,SBrkr,525,567,0,0.0,0.0,1,1,3,1,3,6,0,0,1997.0,Unf,1.0,320.0,TA,TA,Paved,0,0,0,0,0,0,,No Fence,Nothing,0,3,2010,WD ,Normal,5.023252459633712,3,Regular,"Residential, medium-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.3222192947339193,3.225309281725863,3,3,1,0.0,0.0,0.0,0.0,300.0,Detchd,2-Story,2,No attic,1,7,2.720159303405957,2.754348335711019,3.0382226383687185,2010-03-01
528218100,1458,168165,RL,58.0,13204,Pave,No alley access,IR1,Level,EGWS,Gentle,Gilbert,1Fam,7,5,2006,2007,Gable,Standard (Composite) Shingle,Stone,44.0,3,3,PConc,608.0,608.0,GasA,Ex,Y,SBrkr,608,850,0,0.0,0.0,2,0,3,1,4,6,0,0,2007.0,Fin,2.0,454.0,TA,TA,Paved,100,33,0,0,0,0,,No Fence,Nothing,0,5,2007,New,Partial,5.225735611624981,5,Slightly irregular,"Residential, low-density",1,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.7634279935629373,4.120705515658274,3,4,1,0.0,0.0,0.0,0.0,0.0,BuiltIn,2-Story,2,No attic,0,7,2.783903579272735,2.929929560084588,3.163757523981956,2007-05-01
916386140,1466,201000,RL,73.0,8925,Pave,No alley access,IR1,Hillside (downward slope on both sides),EGWS,Gentle,Timber,1Fam,8,5,2007,2007,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,1450.0,1466.0,GasA,Ex,Y,SBrkr,1466,0,0,0.0,0.0,2,0,3,1,4,7,0,0,2007.0,Fin,3.0,610.0,TA,TA,Paved,100,18,0,0,0,0,,No Fence,Nothing,0,7,2009,WD ,Normal,5.303196057420489,5,Slightly irregular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),1.863322860120456,3.9506082247842307,3,4,3,16.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.166133970305109,0.0,3.166133970305109,2009-07-01
533221090,1573,177500,FV,,2117,Pave,No alley access,Reg,Level,EGWS,Gentle,Somerst,Twnhs,6,5,2000,2000,Gable,Standard (Composite) Shingle,Brick Face,216.0,4,3,PConc,378.0,756.0,GasA,Ex,Y,SBrkr,769,804,0,0.0,0.0,2,1,3,1,4,5,0,0,2000.0,Unf,2.0,440.0,TA,TA,Paved,0,32,0,0,0,0,,No Fence,Nothing,0,6,2010,WD ,Normal,5.249198357391113,5,Regular,"Residential, village",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),,3.325720858019412,3,4,1,378.0,0.0,0.0,0.0,0.0,Detchd,2-Story,2,No attic,1,7,2.885926339801431,2.9057958803678687,3.196728722623287,2010-06-01
534128010,2090,200000,RL,,10382,Pave,No alley access,IR1,Level,EGWS,Gentle,NWAmes,1Fam,7,6,1973,1973,Gable,Standard (Composite) Shingle,Stone,240.0,3,3,CBlock,216.0,1107.0,GasA,Ex,Y,SBrkr,1107,983,0,1.0,0.0,2,1,3,1,3,7,2,3,1973.0,RFn,2.0,484.0,TA,TA,Paved,235,204,228,0,0,0,,No Fence,Shed,350,11,2009,WD ,Normal,5.301029995663981,5,Slightly irregular,"Residential, low-density",0,1,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,,4.01628102454283,3,4,2,0.0,859.0,32.0,0.0,0.0,Attchd,2-Story,2,No attic,0,7,3.044147620878723,2.9929950984313414,3.3201462861110542,2009-11-01
528106110,2046,450000,RL,105.0,15431,Pave,No alley access,Reg,Level,EGWS,Gentle,NridgHt,1Fam,10,5,2005,2006,Hip,Standard (Composite) Shingle,Brick Face,400.0,5,3,PConc,564.0,1994.0,GasA,Ex,Y,SBrkr,2046,0,0,1.0,0.0,2,1,2,1,5,7,2,4,2005.0,Fin,3.0,878.0,TA,TA,Paved,188,65,0,0,175,0,,No Fence,Nothing,0,8,2007,WD ,Normal,5.653212513775344,5,Regular,"Residential, low-density",0,0,0,0,0,0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),2.0211892990699383,4.188394071261428,3,5,4,1430.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,3.3109056293761414,0.0,3.3109056293761414,2007-08-01
902206260,886,91300,RM,50.0,5784,Pave,No alley access,Reg,Level,EGWS,Gentle,OldTown,1Fam,5,8,1938,1996,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,190.0,190.0,GasA,Gd,Y,FuseA,886,0,0,0.0,0.0,1,0,2,1,3,4,0,0,1938.0,Unf,1.0,273.0,TA,TA,Paved,144,20,80,0,0,0,,No Fence,Nothing,0,12,2009,WD ,Normal,4.960470777534299,4,Regular,"Residential, medium-density",0,0,1,0,0,0,Gas-powered forced-air heating,">60 Amp fuse box, all Romex wiring",Inside lot (1 side frontage),1.6989700043360187,3.7622282842864743,3,2,1,0.0,0.0,0.0,0.0,0.0,Attchd,1-Story,1,No attic,0,7,2.9474337218870508,0.0,2.9474337218870508,2009-12-01
