PID,Address,Coords4,latitude,longitude,2001_police,2002_fire_station,2004_post_box,2005_post_office,2007_library,2008_town_hall,2013_nursing_home,2015_graveyard,2081_university,2082_school,2101_pharmacy,2110_hospital,2120_doctors,2121_dentist,2129_veterinary,2201_theatre,2203_cinema,2204_park,2205_playground,2206_dog_park,2251_sports_centre,2252_pitch,2253_swimming_pool,2255_golf_course,2256_stadium,2258_track,2301_restaurant,2302_fast_food,2303_cafe,2304_pub,2305_bar,2306_food_court,2401_hotel,2402_motel,2404_guesthouse,2421_shelter,2422_camp_site,2501_supermarket,2502_bakery,2504_mall,2505_department_store,2510_general,2511_convenience,2512_clothes,2513_florist,2515_bookshop,2517_shoe_shop,2518_beverages,2519_optician,2520_jeweller,2521_gift_shop,2522_sports_shop,2523_stationery,2524_outdoor_shop,2525_mobile_phone_shop,2529_beauty_shop,2541_car_dealership,2542_bicycle_shop,2543_doityourself,2544_furniture_shop,2546_computer_shop,2547_garden_centre,2561_hairdresser,2564_car_wash,2568_laundry,2601_bank,2602_atm,2701_tourist_info,2721_attraction,2722_museum,2724_memorial,2725_artwork,2741_picnic_site,2742_viewpoint,2901_toilet,2902_bench,2903_drinking_water,2904_fountain,2906_waste_basket,2907_camera_surveillance,2950_tower,2951_comms_tower,2952_water_tower,2961_wastewater_plant,2964_water_works,3100_christian,3102_christian_catholic,3103_christian_evangelical,3104_christian_lutheran,3105_christian_methodist,3200_jewish,3300_muslim,4101_spring,4121_tree,4141_beach,5201_traffic_signals,5203_stop,5204_crossing,5206_motorway_junction,5207_turning_circle,5209_street_lamp,5250_fuel,5260_parking,5262_parking_multistorey,5270_parking_bicycle,5301_slipway,5303_pier,5311_dam,5332_weir,5621_bus_stop,5651_airport,5655_helipad,5656_apron,7201_forest,7202_park,7203_residential,7204_industrial,7206_cemetery,7208_meadow,7209_commercial,7210_nature_reserve,7211_recreation_ground,7212_retail,7215_orchard,7216_vineyard,7217_scrub,7218_grass,7228_farmyard,7229_farmland,8200_water,8201_reservoir,8221_wetland,__public,__health,__leisure,__catering,__accommodation_indoor,__accommodation_outdoor,__shopping,__money,__tourism_destination,__miscellaneous,__worship,__christian_all,__natural,__traffic,__traffic_fuel_and_parking,__traffic_water,__transport_air,__landuse_leisure,__waterway
528186170,"3629 CHILTON AVE, Ames, Iowa, USA","3629 Chilton Ave, Ames, IA 50010, USA",42.057103,-93.6514127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,12,1,0,0,0,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,6,0,233,0,23,0,1,9,0,0,0,0,0,0,18,0,0,0,6,10,18,0,0,0,0,0,0,0,0,0,1,30,2,7,18,0,0,0,0,32,6,0,7,3,3,1,8,4,4,0,290,10,0,0,10,18
923426070,"700 KEN MARIL RD, Ames, Iowa, USA","700 Ken Maril Rd, Ames, IA 50010, USA",41.9863635,-93.6021339,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,4,0,1,15,0,0,0,0,0,0,4,0,0,0,26,1,28,0,1,0,4,1,0,0,1,0,0,46,9,26,9,0,0,2,0,6,0,0,0,5,0,0,0,1,1,0,59,16,0,0,2,9
902204080,"1102 CARROLL AVE, Ames, Iowa, USA","1102 Carroll Ave, Ames, IA 50010, USA",42.0322288,-93.6086225,1,2,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,10,12,0,0,18,1,1,0,0,16,17,4,0,4,0,1,0,0,2,0,2,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,8,26,0,0,0,15,3,0,0,0,0,0,0,0,2,12,0,0,3,1,0,0,0,71,0,20,0,999,0,6,0,5,79,1,10,0,0,0,0,64,0,0,0,27,9,35,2,1,0,22,0,0,1,0,0,4,52,1,4,7,14,0,9,6,42,41,1,2,55,11,35,20,16,16,71,1184,95,0,0,9,21
535105100,"2519 KELLOGG AVE, Ames, Iowa, USA","2519 Kellogg Ave, Ames, IA 50010, USA",42.047252,-93.615957,0,2,1,2,0,0,1,0,0,3,1,0,1,1,0,0,1,6,10,0,0,22,1,1,0,0,3,6,0,0,0,0,0,0,0,3,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,2,1,1,0,0,1,0,2,0,407,0,17,0,1,27,0,2,0,0,0,0,40,0,0,0,11,5,30,0,0,0,1,0,0,0,0,0,0,33,1,1,4,0,0,9,3,41,9,0,3,12,2,2,2,13,12,1,496,30,0,0,5,4
907405020,"812 TENNYSON AVE, Ames, Iowa, USA","812 Tennyson Ave, Ames, IA 50014, USA",42.015738,-93.68745,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,4,0,1,8,4,0,0,1,2,1,0,0,1,0,3,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,1,0,1,1,0,0,1,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,289,2,21,0,3,18,0,2,0,0,0,0,25,0,0,0,11,2,34,0,0,0,4,0,0,0,0,0,3,30,13,12,16,1,1,2,2,20,4,3,3,7,2,5,7,2,2,0,370,23,0,0,2,18
531382110,"5220 MARYLAND ST, Ames, Iowa, USA","5220 Maryland St, Ames, IA 50014, USA",42.0357536,-93.6899194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,14,1,23,1,0,0,0,0,0,0,0,0,0,16,6,9,6,0,0,1,0,5,0,0,0,2,0,1,1,1,1,0,145,0,0,0,1,6
906380120,"319 HARTFORD DR, Ames, Iowa, USA","319 Hartford Dr, Ames, IA 50014, USA",42.0251853,-93.6894042,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,6,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,308,0,23,0,2,14,0,2,0,0,0,0,27,0,0,0,15,3,39,1,0,0,4,1,0,0,0,0,3,13,7,6,13,1,1,2,0,16,0,0,1,4,1,5,5,2,2,0,380,18,0,0,4,15
909101060,"2910 WOOD ST, Ames, Iowa, USA","2910 Wood St, Ames, IA 50014, USA",42.0219435,-93.6578284,1,1,0,2,1,0,0,1,1,1,2,0,1,0,0,2,0,12,8,0,4,49,2,0,0,5,21,12,14,2,11,1,0,0,1,16,0,4,1,0,0,0,5,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,6,3,0,1,2,21,0,0,3,60,2,4,1,0,2,0,2,0,0,7,1,0,3,1,0,1,0,3248,0,17,0,808,0,6,0,3,127,7,105,0,0,0,0,89,0,0,0,30,12,28,0,1,2,5,1,2,0,0,0,0,741,0,7,8,0,1,8,3,82,61,1,16,26,9,24,74,13,12,3248,1162,242,0,0,15,9
534152050,"2102 PRAIRIE VIEW EAST, Ames, Iowa, USA","2102 Prairie View E, Ames, IA 50010, USA",42.0427279,-93.6364656,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,9,11,0,1,33,6,1,0,1,9,4,0,0,0,0,0,0,0,10,0,0,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,2,0,1,2,9,3,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,37,0,9,0,491,0,24,0,0,84,0,39,0,0,0,0,52,0,0,0,8,9,23,0,0,0,1,1,1,0,0,0,0,59,0,0,8,0,0,4,1,63,13,0,10,10,3,4,14,10,10,37,699,123,0,0,11,8
923252075,"424 TEAGARDEN DR, Ames, Iowa, USA","424 Teagarden Dr, Ames, IA 50010, USA",41.9873619,-93.6054374,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,4,0,2,17,0,0,0,0,0,0,6,1,0,0,24,1,28,0,1,0,5,1,0,0,1,0,0,47,8,24,8,0,0,3,0,8,1,0,0,7,1,0,0,1,1,0,69,19,0,1,2,8
531376060,"1514 CALIFORNIA AVE, Ames, Iowa, USA","1514 California Ave, Ames, IA 50014, USA",42.0373416,-93.6909894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,11,1,21,1,0,0,0,0,0,0,0,0,1,16,5,11,6,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,116,0,0,0,1,6
902201120,"1216 CARROLL AVE, Ames, Iowa, USA","1216 Carroll Ave, Ames, IA 50010, USA",42.0338488,-93.6087016,1,2,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,11,12,0,0,22,1,1,0,0,12,14,4,0,4,0,1,0,0,3,0,2,2,0,2,0,3,8,1,2,2,0,1,3,3,0,0,0,0,5,0,3,0,1,1,0,12,0,1,9,2,0,0,1,9,26,0,0,0,17,3,0,0,0,0,0,0,0,2,12,0,0,3,1,0,0,0,71,0,15,0,958,0,7,0,5,69,1,9,0,0,0,0,58,0,0,0,24,10,34,2,1,0,20,0,0,0,0,0,2,57,1,3,8,14,0,9,6,47,34,1,3,52,11,36,22,16,16,71,1122,84,0,0,10,22
923228080,"626 MEADOW PL, Ames, Iowa, USA","626 Meadow Pl, Ames, IA 50010, USA",41.992342,-93.602403,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2,1,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,1,4,0,3,21,0,0,0,0,0,0,6,0,0,0,23,1,27,0,2,0,6,1,0,0,1,0,0,48,5,20,6,0,0,4,0,24,1,0,0,8,1,1,1,1,1,0,74,24,0,0,2,6
902326030,"829 DOUGLAS AVE, Ames, Iowa, USA","829 Douglas Ave, Ames, IA 50010, USA",42.0299412,-93.6125793,1,2,1,1,1,0,0,1,0,2,3,1,2,1,0,0,0,10,18,0,0,19,1,0,0,0,18,23,4,0,4,0,1,0,0,6,0,5,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,1,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,10,29,0,0,1,30,8,0,0,0,0,0,0,0,0,12,0,0,3,1,0,0,0,74,0,23,0,1167,0,5,0,6,92,1,12,0,0,0,0,76,0,0,0,26,10,52,2,1,0,25,0,0,2,0,0,2,38,0,3,7,14,0,9,7,48,49,1,6,59,11,40,39,16,16,74,1382,111,0,0,10,21
527451330,"1342 BARKLEY CT, Ames, Iowa, USA","1342 Barkley Ct, Ames, IA 50010, USA",42.051423,-93.628319,0,0,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,10,12,0,1,22,2,0,0,1,9,6,0,0,0,0,0,0,0,6,0,1,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,4,0,0,1,1,2,1,0,0,0,0,0,2,0,0,9,0,0,2,1,1,0,0,1,0,6,0,451,0,30,0,2,37,0,0,0,0,0,0,50,0,0,0,9,10,32,0,0,0,1,1,0,0,0,0,0,12,0,1,9,0,0,7,2,49,15,0,6,14,5,5,6,13,12,1,576,39,0,0,11,9
528218100,"4205 CRESTMOOR AVE, Ames, Iowa, USA","4205 Crestmoor Ave, Ames, IA 50010, USA",42.0619944,-93.6457105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,9,1,1,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,6,0,0,1,0,2,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,167,0,26,0,1,7,0,0,0,0,0,0,15,0,0,0,4,8,19,0,0,0,0,0,0,0,0,0,0,63,3,4,27,0,2,0,0,25,6,0,2,3,3,7,9,4,4,0,220,8,0,0,8,29
916386140,"3028 COTTONTAIL LN, Ames, Iowa, USA","3028 Cottontail Lane, Ames, IA 50014, USA",41.99435740000001,-93.6502643,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,97,1,4,0,1,5,0,0,0,0,0,0,11,0,0,0,28,2,24,1,0,0,2,1,0,0,0,0,0,81,13,38,14,0,8,2,0,9,1,3,0,1,0,3,3,1,1,0,125,6,0,0,3,22
533221090,"2711 HAMPTON ST, Ames, Iowa, USA","2711 Hampton St, Ames, IA 50010, USA",42.0461934,-93.6459481,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,9,0,1,35,2,1,0,1,7,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,1,3,0,0,0,0,2,0,0,6,0,0,1,1,0,0,0,0,0,8,0,323,0,26,0,1,50,0,33,0,0,0,0,36,0,0,0,9,10,15,0,0,0,0,1,1,0,0,0,0,80,0,2,19,0,0,2,0,60,7,0,10,3,3,2,7,8,8,0,477,84,0,0,12,19
534128010,"1636 JOHNSON ST, Ames, Iowa, USA","1636 Johnson St, Ames, IA 50010, USA",42.048968,-93.632865,0,0,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,8,12,0,1,18,6,0,0,1,9,6,0,0,0,0,0,0,0,6,0,2,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,9,0,0,2,1,1,0,0,0,0,6,0,478,0,30,0,2,45,0,2,0,0,0,0,55,0,0,0,4,8,35,0,0,0,1,1,1,0,0,0,0,8,0,1,13,0,0,7,2,47,15,0,6,15,5,2,4,13,12,0,618,49,0,0,10,13
528106110,"3331 WESTON DR, Ames, Iowa, USA","3331 Weston Dr, Ames, IA 50010, USA",42.0614983,-93.657825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,106,0,17,0,1,8,0,0,0,0,0,0,6,0,0,0,4,3,20,0,0,0,0,0,0,0,0,0,2,76,2,9,26,0,0,0,0,21,0,0,2,3,2,1,7,4,4,0,142,9,0,0,3,26
902206260,"926 DUFF AVE, Ames, Iowa, USA","926 Duff Ave, Ames, IA 50010, USA",42.0311722,-93.6102843,1,2,1,1,1,0,0,1,0,2,3,1,2,1,0,0,0,9,13,0,0,17,1,1,0,0,17,20,4,0,4,0,1,0,0,3,0,4,2,0,2,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,8,26,0,0,0,20,5,0,0,0,0,0,0,0,0,12,0,0,3,1,0,0,0,71,0,22,0,1094,0,6,0,6,87,1,12,0,0,0,0,72,0,0,0,25,9,47,2,1,0,24,0,0,2,0,0,3,46,1,3,6,14,0,9,7,41,45,1,3,57,11,35,25,16,16,71,1300,106,0,0,9,20
