PID,Address,Coords4,latitude,longitude,2001_police,2002_fire_station,2004_post_box,2005_post_office,2007_library,2008_town_hall,2013_nursing_home,2015_graveyard,2081_university,2082_school,2101_pharmacy,2110_hospital,2120_doctors,2121_dentist,2129_veterinary,2201_theatre,2203_cinema,2204_park,2205_playground,2206_dog_park,2251_sports_centre,2252_pitch,2253_swimming_pool,2255_golf_course,2256_stadium,2258_track,2301_restaurant,2302_fast_food,2303_cafe,2304_pub,2305_bar,2306_food_court,2401_hotel,2402_motel,2404_guesthouse,2421_shelter,2422_camp_site,2501_supermarket,2502_bakery,2504_mall,2505_department_store,2510_general,2511_convenience,2512_clothes,2513_florist,2515_bookshop,2517_shoe_shop,2518_beverages,2519_optician,2520_jeweller,2521_gift_shop,2522_sports_shop,2523_stationery,2524_outdoor_shop,2525_mobile_phone_shop,2529_beauty_shop,2541_car_dealership,2542_bicycle_shop,2543_doityourself,2544_furniture_shop,2546_computer_shop,2547_garden_centre,2561_hairdresser,2564_car_wash,2568_laundry,2601_bank,2602_atm,2701_tourist_info,2721_attraction,2722_museum,2724_memorial,2725_artwork,2741_picnic_site,2742_viewpoint,2901_toilet,2902_bench,2903_drinking_water,2904_fountain,2906_waste_basket,2907_camera_surveillance,2950_tower,2951_comms_tower,2952_water_tower,2961_wastewater_plant,2964_water_works,3100_christian,3102_christian_catholic,3103_christian_evangelical,3104_christian_lutheran,3105_christian_methodist,3200_jewish,3300_muslim,4101_spring,4121_tree,4141_beach,5201_traffic_signals,5203_stop,5204_crossing,5206_motorway_junction,5207_turning_circle,5209_street_lamp,5250_fuel,5260_parking,5262_parking_multistorey,5270_parking_bicycle,5301_slipway,5303_pier,5311_dam,5332_weir,5621_bus_stop,5651_airport,5655_helipad,5656_apron,7201_forest,7202_park,7203_residential,7204_industrial,7206_cemetery,7208_meadow,7209_commercial,7210_nature_reserve,7211_recreation_ground,7212_retail,7215_orchard,7216_vineyard,7217_scrub,7218_grass,7228_farmyard,7229_farmland,8200_water,8201_reservoir,8221_wetland,__public,__health,__leisure,__catering,__accommodation_indoor,__accommodation_outdoor,__shopping,__money,__tourism_destination,__miscellaneous,__worship,__christian_all,__natural,__traffic,__traffic_fuel_and_parking,__traffic_water,__transport_air,__landuse_leisure,__waterway
528186170,"3629 CHILTON AVE, Ames, Iowa, USA","3629 Chilton Ave, Ames, IA 50010, USA",42.057103,-93.6514127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,164,0,16,0,1,6,0,0,0,0,0,0,11,0,0,0,2,5,9,0,0,0,0,0,0,0,0,0,0,12,0,1,15,0,0,0,0,16,6,0,2,3,3,1,7,4,4,0,202,7,0,0,5,15
923426070,"700 KEN MARIL RD, Ames, Iowa, USA","700 Ken Maril Rd, Ames, IA 50010, USA",41.9863635,-93.6021339,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,0,4,0,1,15,0,0,0,0,0,0,4,0,0,0,14,1,25,0,1,0,2,0,0,0,0,0,0,26,7,18,3,0,0,2,0,5,0,0,0,1,0,0,0,1,1,0,54,16,0,0,1,3
902204080,"1102 CARROLL AVE, Ames, Iowa, USA","1102 Carroll Ave, Ames, IA 50010, USA",42.0322288,-93.6086225,1,2,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,8,12,0,0,11,1,0,0,0,10,5,4,0,4,0,0,0,0,1,0,1,2,0,1,0,1,8,1,2,2,0,1,3,3,0,0,0,0,5,0,2,0,1,1,0,12,0,0,8,2,0,0,1,7,25,0,0,0,15,3,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,65,0,11,0,710,0,5,0,3,64,1,8,0,0,0,0,42,0,0,0,12,8,25,1,1,0,13,0,0,0,0,0,1,25,0,1,3,14,0,9,6,32,23,0,1,46,10,33,18,12,12,65,844,76,0,0,8,17
535105100,"2519 KELLOGG AVE, Ames, Iowa, USA","2519 Kellogg Ave, Ames, IA 50010, USA",42.047252,-93.615957,0,0,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,2,9,0,0,19,1,1,0,0,3,6,0,0,0,0,0,0,0,3,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,287,0,4,0,1,26,0,2,0,0,0,0,32,0,0,0,7,2,20,0,0,0,1,0,0,0,0,0,0,33,0,1,4,0,0,7,2,33,9,0,3,12,2,1,2,6,6,1,352,29,0,0,2,4
907405020,"812 TENNYSON AVE, Ames, Iowa, USA","812 Tennyson Ave, Ames, IA 50014, USA",42.015738,-93.68745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,0,1,5,4,0,0,0,2,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,8,1,204,1,15,0,2,6,0,2,0,0,0,0,19,0,0,0,5,2,17,0,0,0,3,0,0,0,0,0,3,22,5,7,14,1,1,1,1,16,4,3,2,5,1,4,6,2,2,0,258,10,0,0,2,16
531382110,"5220 MARYLAND ST, Ames, Iowa, USA","5220 Maryland St, Ames, IA 50014, USA",42.0357536,-93.6899194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,8,1,16,1,0,0,0,0,0,0,0,0,0,9,4,6,4,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,79,0,0,0,1,4
906380120,"319 HARTFORD DR, Ames, Iowa, USA","319 Hartford Dr, Ames, IA 50014, USA",42.0251853,-93.6894042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,180,0,17,0,1,7,0,2,0,0,0,0,14,0,0,0,9,1,19,0,0,0,1,0,0,0,0,0,3,8,5,4,6,1,0,1,0,8,0,0,1,3,0,4,2,2,2,0,225,10,0,0,1,7
909101060,"2910 WOOD ST, Ames, Iowa, USA","2910 Wood St, Ames, IA 50014, USA",42.0219435,-93.6578284,1,1,0,2,1,0,0,1,1,0,2,0,1,0,0,1,0,9,5,0,3,20,1,0,0,2,21,12,13,2,11,1,0,0,1,14,0,4,1,0,0,0,5,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,6,3,0,0,2,19,0,0,1,56,2,3,1,0,2,0,1,0,0,3,1,0,2,1,0,0,0,2512,0,12,0,581,0,3,0,3,84,6,75,0,0,0,0,54,0,0,0,24,9,17,0,1,2,5,0,2,0,0,0,0,529,0,4,4,0,1,7,3,41,60,1,14,26,9,21,66,7,7,2512,818,168,0,0,11,5
534152050,"2102 PRAIRIE VIEW EAST, Ames, Iowa, USA","2102 Prairie View E, Ames, IA 50010, USA",42.0427279,-93.6364656,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,1,18,5,0,0,1,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,4,0,283,0,17,0,0,36,0,28,0,0,0,0,27,0,0,0,4,5,13,0,0,0,0,1,1,0,0,0,0,19,0,0,6,0,0,2,0,35,7,0,3,0,1,1,3,5,5,0,395,64,0,0,7,6
923252075,"424 TEAGARDEN DR, Ames, Iowa, USA","424 Teagarden Dr, Ames, IA 50010, USA",41.9873619,-93.6054374,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,4,0,1,15,0,0,0,0,0,0,4,0,0,0,13,1,26,0,1,0,4,0,0,0,0,0,0,26,6,15,7,0,0,2,0,5,0,0,0,4,0,0,0,1,1,0,56,16,0,0,1,7
531376060,"1514 CALIFORNIA AVE, Ames, Iowa, USA","1514 California Ave, Ames, IA 50014, USA",42.0373416,-93.6909894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,8,1,15,1,0,0,0,0,0,0,0,0,0,9,4,6,3,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,61,0,0,0,1,3
902201120,"1216 CARROLL AVE, Ames, Iowa, USA","1216 Carroll Ave, Ames, IA 50010, USA",42.0338488,-93.6087016,1,2,1,1,1,0,0,1,0,2,1,1,2,1,0,0,0,9,12,0,0,12,1,0,0,0,7,0,3,0,4,0,0,0,0,1,0,1,2,0,1,0,1,8,0,2,2,0,1,3,3,0,0,0,0,3,0,2,0,1,1,0,9,0,0,5,2,0,0,1,6,24,0,0,0,15,3,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,31,0,7,0,588,0,4,0,3,52,1,8,0,0,0,0,36,0,0,0,10,9,24,0,1,0,3,0,0,0,0,0,1,26,0,1,4,14,0,9,5,34,14,0,1,40,7,31,18,12,12,31,699,64,0,0,9,18
923228080,"626 MEADOW PL, Ames, Iowa, USA","626 Meadow Pl, Ames, IA 50010, USA",41.992342,-93.602403,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,4,0,2,17,0,0,0,0,0,0,6,0,0,0,12,1,25,0,1,0,5,1,0,0,1,0,0,22,1,8,3,0,0,3,0,14,1,0,0,7,1,0,0,1,1,0,68,19,0,0,2,3
902326030,"829 DOUGLAS AVE, Ames, Iowa, USA","829 Douglas Ave, Ames, IA 50010, USA",42.0299412,-93.6125793,1,2,1,1,1,0,0,1,0,1,2,1,2,1,0,0,0,5,9,0,0,5,1,0,0,0,14,14,4,0,4,0,1,0,0,1,0,2,2,0,1,0,3,8,1,2,2,2,1,3,3,0,0,0,0,5,0,3,0,1,1,0,13,0,1,9,2,0,0,1,8,26,0,0,0,15,3,0,0,0,0,0,0,0,0,12,0,0,2,1,0,0,0,70,0,19,0,902,0,5,0,5,71,1,8,0,0,0,0,53,0,0,0,5,5,33,2,1,0,21,0,0,1,0,0,1,22,0,2,2,10,0,8,6,20,36,1,1,54,11,35,18,15,15,70,1064,85,0,0,5,12
527451330,"1342 BARKLEY CT, Ames, Iowa, USA","1342 Barkley Ct, Ames, IA 50010, USA",42.051423,-93.628319,0,0,1,2,0,0,1,0,0,2,1,0,0,1,0,0,1,5,8,0,1,15,2,0,0,0,3,6,0,0,0,0,0,0,0,1,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,0,0,265,0,20,0,1,24,0,0,0,0,0,0,25,0,0,0,3,5,25,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,0,6,2,32,9,0,1,12,2,0,0,10,9,0,335,25,0,0,5,3
528218100,"4205 CRESTMOOR AVE, Ames, Iowa, USA","4205 Crestmoor Ave, Ames, IA 50010, USA",42.0619944,-93.6457105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,1,0,1,1,4,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,4,0,82,0,13,0,1,6,0,0,0,0,0,0,10,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,17,1,2,19,0,1,0,0,14,0,0,2,3,2,5,8,4,4,0,116,7,0,0,4,20
916386140,"3028 COTTONTAIL LN, Ames, Iowa, USA","3028 Cottontail Lane, Ames, IA 50014, USA",41.99435740000001,-93.6502643,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,1,3,0,1,2,0,0,0,0,0,0,11,0,0,0,16,1,22,0,0,0,1,1,0,0,0,0,0,54,8,15,8,0,2,2,0,5,1,3,0,1,0,1,2,1,1,0,87,3,0,0,2,10
533221090,"2711 HAMPTON ST, Ames, Iowa, USA","2711 Hampton St, Ames, IA 50010, USA",42.0461934,-93.6459481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,1,23,1,1,0,0,6,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,0,252,0,14,0,1,22,0,0,0,0,0,0,24,0,0,0,6,7,8,0,0,0,0,1,0,0,0,0,0,59,0,1,9,0,0,1,0,36,6,0,7,2,1,1,1,3,3,0,321,23,0,0,8,9
534128010,"1636 JOHNSON ST, Ames, Iowa, USA","1636 Johnson St, Ames, IA 50010, USA",42.048968,-93.632865,0,0,1,2,0,0,0,0,0,3,1,0,0,1,0,0,1,8,11,0,1,16,2,0,0,1,9,6,0,0,0,0,0,0,0,2,0,1,0,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,0,0,0,2,0,341,0,24,0,1,30,0,0,0,0,0,0,36,0,0,0,0,8,19,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0,0,6,2,40,15,0,2,12,3,0,1,10,9,0,434,31,0,0,9,2
528106110,"3331 WESTON DR, Ames, Iowa, USA","3331 Weston Dr, Ames, IA 50010, USA",42.0614983,-93.657825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,45,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,0,0,0,0,0,24,1,5,13,0,0,0,0,8,0,0,1,1,2,1,3,2,2,0,56,3,0,0,1,13
902206260,"926 DUFF AVE, Ames, Iowa, USA","926 Duff Ave, Ames, IA 50010, USA",42.0311722,-93.6102843,1,2,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,7,11,0,0,8,1,0,0,0,12,13,4,0,4,0,1,0,0,1,0,2,2,0,1,0,2,8,1,2,2,0,1,3,3,0,0,0,0,5,0,2,0,1,1,0,12,0,1,8,2,0,0,1,8,25,0,0,0,15,3,0,0,0,0,0,0,0,0,11,0,0,2,1,0,0,0,70,0,12,0,804,0,5,0,5,63,1,8,0,0,0,0,46,0,0,0,9,7,27,2,1,0,19,0,0,0,0,0,1,20,0,1,3,14,0,9,6,27,33,1,1,49,10,34,18,14,14,70,944,77,0,0,7,17
