PID,SalePrice,Address,GrLivArea,LotArea,OverallQual,BSMT_LowQual,house_age_years,GarageCars,MasVnrType,FullBath,HalfBath,BsmtExposure_ord,SaleTypeNew,Neighborhood,BldgType,PorchSF,BSMT_HighQual,Fireplaces,Pool,BedroomAbvGr,ExterQual,OverallCond,KitchenQual,water_tower,graveyard,police,optician,slipway,bar,cinema,supermarket,hotel,stop,farmyard,christian_catholic,jewish,muslim,garden_centre,christian_lutheran,price_score
923426070,136000,700 KEN MARIL RD,1274,10475,0.28571428571428564,624.0,19.175342465753424,2.0,None,1,1,1,0,Mitchel,1Fam,0,0.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0.8
902204080,80000,1102 CARROLL AVE,861,7404,0.14285714285714285,861.0,89.8958904109589,2.0,None,1,0,1,0,OldTown,1Fam,128,0.0,0,0,2,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,2,1,0,1,0,0,0,0,3,2.9
535105100,159000,2519 KELLOGG AVE,1394,9500,0.42857142857142855,1394.0,46.52876712328767,2.0,Brick Face,1,1,1,0,NAmes,1Fam,261,0.0,2,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1.4
907405020,214000,812 TENNYSON AVE,1536,9135,0.5714285714285714,726.0,6.920547945205479,2.0,Brick Face,2,0,3,0,CollgCr,1Fam,74,810.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,1,3,1,13,0,0,0,0,0,1.1
531382110,163000,5220 MARYLAND ST,1680,8480,0.42857142857142855,284.0,15.75890410958904,2.0,Brick Face,2,1,1,0,SawyerW,1Fam,96,602.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3.3
906380120,203000,319 HARTFORD DR,1274,8814,0.5714285714285714,349.0,2.0,2.0,Brick Face,2,0,1,1,CollgCr,1Fam,98,925.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1.1
909101060,67000,2910 WOOD ST,864,8248,0.0,864.0,94.73150684931508,0.0,None,1,0,1,0,Edwards,1Fam,100,0.0,0,0,2,0.33333333333333337,0.0,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,0.8
534152050,205000,2102 PRAIRIE VIEW EAST,1610,10603,0.42857142857142855,410.0,33.106849315068494,2.0,Brick Face,2,0,2,0,NWAmes,1Fam,68,1200.0,2,0,3,0.33333333333333337,0.6666666666666665,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2.0
923252075,131250,424 TEAGARDEN DR,1091,7706,0.42857142857142855,114.0,16.59178082191781,1.0,None,1,0,3,0,Mitchel,1Fam,0,270.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1.1
531376060,181000,1514 CALIFORNIA AVE,1486,7441,0.5714285714285714,1461.0,1.4136986301369865,2.0,Brick Face,2,0,1,0,SawyerW,1Fam,32,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1.4
902201120,115000,1216 CARROLL AVE,789,6000,0.28571428571428564,685.0,60.29041095890411,1.0,None,1,0,1,0,OldTown,1Fam,0,104.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,1,1,0,4,0,2,1,0,1,0,0,0,0,3,-1.6
923228080,98000,626 MEADOW PL,1092,1477,0.42857142857142855,188.0,38.18904109589041,0.0,None,2,1,1,0,MeadowV,Twnhs,0,358.0,0,0,3,0.33333333333333337,1.0,0.33333333333333337,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1.5
902326030,265979,829 DOUGLAS AVE,2640,11700,0.5714285714285714,1240.0,129.41643835616438,4.0,None,1,1,1,0,OldTown,1Fam,386,0.0,1,0,4,0.6666666666666666,0.6666666666666665,0.6666666666666666,0,1,1,1,0,4,0,5,1,0,0,0,0,0,0,3,-4.9
527451330,105500,1342 BARKLEY CT,1092,1680,0.28571428571428564,525.0,39.18904109589041,1.0,Brick Face,1,1,1,0,BrDale,Twnhs,0,0.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0.3
528218100,168165,4205 CRESTMOOR AVE,1458,13204,0.5714285714285714,608.0,1.3287671232876712,2.0,Stone,2,0,1,1,Gilbert,1Fam,33,0.0,0,0,3,0.33333333333333337,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2.1
916386140,201000,3028 COTTONTAIL LN,1466,8925,0.7142857142857142,1450.0,2.4986301369863013,3.0,None,2,0,3,0,Timber,1Fam,18,16.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,3.9
533221090,177500,2711 HAMPTON ST,1573,2117,0.42857142857142855,378.0,10.421917808219176,2.0,Brick Face,2,1,1,0,Somerst,Twnhs,32,378.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2
534128010,200000,1636 JOHNSON ST,2090,10382,0.5714285714285714,248.0,36.85753424657534,2.0,Stone,2,1,2,0,NWAmes,1Fam,432,859.0,2,0,3,0.33333333333333337,0.5,0.33333333333333337,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,3.5
528106110,450000,3331 WESTON DR,2046,15431,0.9999999999999998,564.0,2.580821917808219,3.0,Brick Face,2,1,4,0,NridgHt,1Fam,240,1430.0,2,0,2,0.9999999999999999,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0.7
902206260,91300,926 DUFF AVE,886,5784,0.28571428571428564,190.0,71.96438356164384,1.0,None,1,0,1,0,OldTown,1Fam,100,0.0,0,0,2,0.33333333333333337,0.8333333333333333,0.33333333333333337,0,1,1,1,0,4,0,4,1,0,1,0,0,0,0,3,2.0
528222090,173500,4302 WELBECK DR,1258,7697,0.5714285714285714,1246.0,0.5808219178082191,2.0,Brick Face,2,0,1,1,Gilbert,1Fam,0,0.0,0,0,3,0.6666666666666666,0.5,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1.8
528218150,199500,4103 CRESTMOOR AVE,1324,18494,0.42857142857142855,1324.0,5.002739726027397,2.0,None,2,0,1,0,Gilbert,1Fam,23,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,-0.9
903400180,207000,816 BROOKRIDGE AVE,1848,13053,0.42857142857142855,833.0,85.47397260273972,2.0,None,1,1,1,0,BrkSide,1Fam,220,0.0,1,0,4,0.33333333333333337,0.6666666666666665,0.6666666666666666,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,3,0.6
535453210,155000,1522 MAXWELL AVE,1269,7931,0.28571428571428564,1269.0,48.44931506849315,1.0,None,1,1,1,0,NAmes,1Fam,0,0.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,2,-0.2
916386010,220000,3005 CEDAR LN,1346,11896,0.5714285714285714,1258.0,2.331506849315069,3.0,Stone,2,0,1,0,Timber,1Fam,48,78.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0.1
907181090,196000,5408 CERVANTES DR,1749,9272,0.5714285714285714,342.0,7.419178082191781,2.0,None,2,1,1,0,CollgCr,1Fam,85,500.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,0,3,1,11,0,0,0,0,0,2.1
902206020,61500,118 E 11TH ST,492,7830,0.0,492.0,85.47123287671234,1.0,None,1,0,1,0,OldTown,1Fam,78,0.0,0,0,1,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,1,1,0,4,0,3,1,0,1,0,0,0,0,3,1.5
527327050,195000,3323 BUCHANAN CT,2030,12046,0.42857142857142855,848.0,31.435616438356163,2.0,Brick Face,2,1,1,0,NWAmes,1Fam,224,0.0,1,0,4,0.33333333333333337,0.5,0.6666666666666666,2,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1.6
527455250,129250,1115 28TH ST,988,7150,0.28571428571428564,988.0,41.86027397260274,1.0,Brick Face,1,0,1,0,NAmes,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0.4
528326110,291000,3013 ALMOND RD,2172,11000,0.857142857142857,1519.0,8.421917808219177,3.0,Brick Face,2,1,2,0,NoRidge,1Fam,153,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,3.5
914452190,134000,302 OPAL CIR,1080,9187,0.42857142857142855,748.0,24.43013698630137,2.0,None,1,1,1,0,Mitchel,1Fam,158,336.0,0,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,2,0,0,0,0,0,0,3,0,4,0,0,0,0,1,1.7
535425060,186000,1903 MEADOWLANE AVE,1312,11355,0.5714285714285714,1312.0,50.28219178082192,2.0,Brick Face,1,1,1,0,NAmes,1Fam,448,0.0,1,0,3,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0.8
532376250,133500,4015 TORONTO ST,925,8638,0.28571428571428564,744.0,43.778082191780825,2.0,None,1,0,1,0,Sawyer,1Fam,74,181.0,0,0,2,0.33333333333333337,0.5,0.33333333333333337,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0.2
535379110,148000,1412 KELLOGG AVE,1534,10800,0.28571428571428564,736.0,112.56986301369864,0.0,None,1,1,3,0,OldTown,1Fam,112,0.0,0,0,3,0.33333333333333337,1.0,0.6666666666666666,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3,-0.1
528118010,325300,3335 PRESTON CIR,2376,14215,0.7142857142857142,1158.0,1.832876712328767,3.0,Brick Face,3,1,3,1,NridgHt,1Fam,154,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0.9
528235160,215000,3908 WELBECK DR,1959,11796,0.5714285714285714,847.0,3.4986301369863013,2.0,None,2,1,3,0,Gilbert,1Fam,48,0.0,1,0,4,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0.9
905478030,131000,3218 WEST ST,1716,11409,0.28571428571428564,768.0,60.04109589041096,1.0,None,1,1,1,0,Edwards,1Fam,160,0.0,1,0,3,0.33333333333333337,0.16666666666666663,0.33333333333333337,2,1,1,1,0,11,0,4,0,0,0,1,0,1,0,3,0.6
902106130,109500,1010 GRAND AVE,936,4485,0.28571428571428564,936.0,90.3917808219178,0.0,None,1,0,1,0,OldTown,1Fam,135,0.0,1,0,2,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,-0.3
902102080,110000,1203 BURNETT AVE,1230,10440,0.28571428571428564,440.0,99.3972602739726,2.0,None,1,1,1,0,OldTown,1Fam,128,0.0,0,0,2,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,3,1,0,0,0,0,0,0,3,1.1
533206070,193800,2807 BRISTOL DR,1565,3784,0.7142857142857142,1451.0,1.084931506849315,2.0,Stone,2,0,1,1,Somerst,TwnhsE,120,60.0,0,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.7
907414060,179600,4824 WALLER ST,1422,8500,0.5714285714285714,1422.0,3.835616438356164,2.0,Brick Face,2,0,3,0,CollgCr,1Fam,60,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,1,3,1,12,0,0,0,0,0,2.1
532479020,140000,1306 SCOTT CIR,1641,10759,0.28571428571428564,190.0,36.52328767123288,2.0,None,2,0,1,0,Sawyer,1Fam,92,811.0,1,0,4,0.33333333333333337,0.16666666666666663,0.33333333333333337,1,1,1,1,0,1,0,3,0,0,0,0,0,1,0,1,3.0
528110070,395000,3207 STOCKBURY ST,1973,14226,0.7142857142857142,1935.0,1.4958904109589042,3.0,Brick Face,2,0,3,1,NridgHt,1Fam,45,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-10.0
534429130,151500,808 NARLAND DR,1248,10800,0.28571428571428564,616.0,46.36164383561644,1.0,Brick Face,1,0,1,0,NAmes,1Fam,0,632.0,0,0,3,0.33333333333333337,0.6666666666666665,0.33333333333333337,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,3,1.5
528365060,341000,2900 RIDGETOP RD,2418,10542,0.5714285714285714,138.0,15.591780821917808,3.0,Brick Face,2,1,4,0,NoRidge,1Fam,370,1173.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.4
533135020,235000,2614 SOUTHRIDGE CIR,1755,11949,0.5714285714285714,158.0,18.50958904109589,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,60,817.0,1,0,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.3
910203100,72000,301 S RUSSELL AVE,672,8534,0.14285714285714285,432.0,81.46849315068494,0.0,None,1,0,1,0,IDOTRR,1Fam,112,0.0,0,0,2,0.33333333333333337,0.16666666666666663,0.33333333333333337,0,0,1,0,0,4,1,4,2,0,0,1,0,0,0,3,0.8
905451390,154000,310 WESTWOOD DR,1626,10512,0.42857142857142855,988.0,53.36438356164384,1.0,None,1,1,1,0,Edwards,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.6666666666666666,1,1,1,1,0,10,0,4,0,0,0,0,0,1,0,1,1.3
533213010,222000,2805 BRISTOL DR,1726,3830,0.42857142857142855,1726.0,1.0027397260273974,2.0,Stone,2,1,1,1,Somerst,TwnhsE,254,0.0,1,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1
907200340,128200,5203 SCHUBERT ST,894,10650,0.28571428571428564,182.0,34.10958904109589,1.0,None,1,0,3,0,CollgCr,1Fam,0,712.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,1,0,0,0,0,1,0,1,3,0,8,0,0,0,0,0,1.2
528164060,615000,3320 FOXLEY DR,2470,12720,0.9999999999999998,278.0,5.087671232876712,3.0,Stone,1,1,4,0,NridgHt,1Fam,281,2257.0,2,1,1,0.9999999999999999,0.33333333333333326,0.9999999999999999,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1.6
907202010,158000,410 THACKERAY AVE,1174,12250,0.28571428571428564,83.0,30.350684931506848,2.0,Brick Face,1,0,2,0,CollgCr,1Fam,280,781.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,1,0,0,1,0,1,0,2,3,1,8,0,0,0,0,0,1.2
528186180,254000,3623 CHILTON AVE,1324,6240,0.7142857142857142,461.0,3.9178082191780814,2.0,Brick Face,2,0,1,0,NridgHt,TwnhsE,38,863.0,1,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,-1.9
909250060,169000,2320 KNAPP ST,2447,9638,0.42857142857142855,804.0,91.22465753424656,1.0,None,2,0,1,0,SWISU,1Fam,158,0.0,1,0,4,0.33333333333333337,0.6666666666666665,0.6666666666666666,2,1,1,0,0,11,0,2,0,0,0,1,0,0,0,3,1.8
528315060,284500,3142 BAYBERRY RD,2199,9660,0.7142857142857142,1173.0,11.673972602739726,2.0,Brick Face,2,1,1,0,NoRidge,1Fam,131,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-2.1
528231020,184500,3917 WELBECK DR,1374,13300,0.5714285714285714,58.0,6.419178082191781,2.0,None,2,1,1,0,Gilbert,1Fam,0,326.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0.3
528456230,210400,2841 ASPEN RD,1335,9000,0.5714285714285714,1335.0,1.4136986301369865,2.0,None,2,0,1,1,Somerst,1Fam,210,0.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1
907180120,214000,5325 CERVANTES DR,1588,10264,0.5714285714285714,426.0,7.586301369863014,2.0,Brick Face,2,0,3,0,CollgCr,1Fam,29,1162.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,1,0,0,0,0,1,0,0,3,1,11,0,0,0,0,0,3.0
911370410,392500,433 ASPEN RIDGE RD,1652,5587,0.7142857142857142,120.0,0.8356164383561644,2.0,Stone,2,0,4,1,Crawfor,TwnhsE,206,1480.0,1,0,2,0.9999999999999999,0.33333333333333326,0.6666666666666666,0,1,0,0,0,0,1,3,5,0,0,0,0,0,1,0,-0.5
527108090,274725,4316 HARRISON CIR,2021,23257,0.5714285714285714,868.0,0.6657534246575343,2.0,None,2,1,1,1,Gilbert,1Fam,100,0.0,1,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,-1.4
528222050,156932,4210 WELBECK DR,1412,8499,0.42857142857142855,616.0,1.1616438356164382,2.0,None,2,1,1,1,Gilbert,1Fam,36,0.0,1,0,3,0.33333333333333337,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,1.6
528429110,282922,2416 DALTON CIR,1464,15256,0.7142857142857142,556.0,0.5808219178082191,3.0,Stone,2,0,4,0,Somerst,1Fam,160,929.0,0,0,3,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0.3
902328100,144000,704 BURNETT AVE,1690,8850,0.5714285714285714,815.0,90.55890410958904,1.0,None,1,0,1,0,OldTown,1Fam,330,0.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,5,1,0,0,0,0,0,0,3,0.6
914476130,148000,3007 DIAMOND ST,1210,11080,0.42857142857142855,552.0,31.350684931506848,2.0,Brick Face,2,0,3,0,Mitchel,1Fam,0,576.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3.4
535453020,159000,1523 GLENDALE AVE,1256,8000,0.28571428571428564,1256.0,49.36438356164384,1.0,None,1,1,1,0,NAmes,1Fam,240,0.0,0,0,3,0.33333333333333337,0.5,0.6666666666666666,0,1,1,1,0,4,0,1,0,0,2,0,0,0,0,2,-0.1
535379100,120000,1408 KELLOGG AVE,1130,10800,0.28571428571428564,1120.0,86.47397260273972,2.0,None,1,0,1,0,OldTown,1Fam,0,0.0,1,0,2,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,1,2,0,0,0,0,0,0,0,3,1.3
905108190,134900,934 MESA VERDE PL,858,7252,0.28571428571428564,173.0,27.265753424657536,2.0,None,1,0,3,0,Sawyer,1Fam,0,685.0,0,0,2,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1,0.4
905201110,185000,1124 SCHOLL RD,1188,14175,0.42857142857142855,212.0,52.45205479452055,2.0,None,1,0,4,0,Sawyer,1Fam,320,776.0,1,0,1,0.33333333333333337,0.8333333333333333,0.33333333333333337,1,1,1,1,0,1,0,4,0,0,0,0,0,1,0,1,0.4
903227090,132500,1206 MARSTON AVE,1412,6000,0.42857142857142855,780.0,70.37808219178082,1.0,None,1,0,1,0,BrkSide,1Fam,0,0.0,1,0,4,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,3,0,0,0,0,0,0,0,3,1.1
905107300,160500,3902 ARKANSAS DR,1040,7176,0.42857142857142855,166.0,28.51506849315069,2.0,Brick Face,1,0,4,0,Sawyer,1Fam,180,794.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,0,1,0,1,0,4,0,0,0,0,0,1,0,1,0.8
903401070,165000,611 RIDGEWOOD AVE,1376,8850,0.42857142857142855,768.0,87.14520547945206,2.0,None,1,0,1,0,BrkSide,1Fam,198,0.0,0,0,3,0.33333333333333337,0.6666666666666665,0.6666666666666666,0,0,1,1,0,4,0,4,1,0,0,0,0,0,0,4,-0.4
903230100,100000,1015 CURTISS AVE,1301,6911,0.28571428571428564,1145.0,85.8082191780822,2.0,None,1,0,2,0,BrkSide,1Fam,0,0.0,0,0,2,0.33333333333333337,0.33333333333333326,0.0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,3,3.6
527105010,189900,4025 BERKSHIRE AVE,1629,13830,0.28571428571428564,137.0,13.169863013698633,2.0,None,2,1,1,0,Gilbert,1Fam,34,791.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,2,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0.6
528480020,227875,2616 KINGSTON DR,1761,10207,0.5714285714285714,874.0,0.5808219178082191,2.0,None,3,0,1,1,Somerst,1Fam,105,0.0,0,0,3,0.6666666666666666,0.5,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.7
527402130,111900,1217 JEFFERSON ST,936,10295,0.14285714285714285,936.0,39.69315068493151,1.0,Brick Face,1,0,2,0,NAmes,1Fam,0,0.0,0,0,2,0.33333333333333337,0.5,0.33333333333333337,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,2.0
909251080,145000,507 LYNN AVE,1316,8969,0.42857142857142855,644.0,82.55342465753425,1.0,None,1,0,1,0,Crawfor,1Fam,192,0.0,1,0,2,0.33333333333333337,0.5,0.33333333333333337,2,1,1,0,0,11,0,2,0,0,0,1,0,0,0,3,0.3
908201120,118000,3411 TRIPP ST 3413,1440,12108,0.14285714285714285,1307.0,53.704109589041096,0.0,Brick Face,2,0,1,0,Edwards,Duplex,0,133.0,0,0,4,0.33333333333333337,0.16666666666666663,0.0,2,1,1,1,0,12,0,4,0,0,0,0,0,0,0,1,0.2
533221080,166000,2713 HAMPTON ST,1524,2998,0.42857142857142855,403.0,6.419178082191781,2.0,Brick Face,2,1,1,0,Somerst,TwnhsE,32,353.0,0,0,2,0.6666666666666666,0.33333333333333326,0.6666666666666666,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.1
535178100,148000,2004 BURNETT AVE,1370,10000,0.28571428571428564,1058.0,50.12054794520548,1.0,Brick Face,1,0,3,0,NAmes,1Fam,120,0.0,1,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1.1
535457050,99000,1302 MAXWELL AVE,925,7000,0.28571428571428564,0.0,46.52602739726027,1.0,None,1,0,0,0,NAmes,1Fam,0,0.0,0,0,3,0.33333333333333337,0.5,0.33333333333333337,0,1,1,1,0,4,0,1,0,0,1,0,0,0,0,2,1.7
923226270,86000,615 MEADOW PL,630,1526,0.14285714285714285,115.0,39.35616438356164,1.0,None,1,0,3,0,MeadowV,Twnhs,0,515.0,0,0,1,0.33333333333333337,0.8333333333333333,0.6666666666666666,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1.3
535105090,165000,2527 KELLOGG AVE,1431,9150,0.42857142857142855,728.0,46.94794520547945,1.0,Brick Face,1,0,4,0,NAmes,1Fam,110,371.0,1,0,3,0.33333333333333337,0.33333333333333326,0.33333333333333337,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,-0.1
