PID,GrLivArea,SalePrice,LotFrontage,LotArea,Street_paved,Alley,LandContour,Utilities,LandSlope,Neighborhood,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice_log,HeatingQC_ord,LotShape_com,MSZoning_com,LF_Near_NS_RR,LF_Near_Positive_Feature,LF_Adjacent_Arterial_St,LF_Near_EW_RR,LF_Adjacent_Feeder_St,Heating_com,Electrical_com,LotConfig_com,LotFrontage_log,LotArea_log,ext_Wood_Siding,ext_Hard_Board,ext_Metal_Siding,ext_Vinyl_Siding,ext_Wood_Shingles,ext_Plywood,ext_Stucco,ext_Cement_Board,ext_Face_Brick,ext_Asbestos_Shingles,ext_Common_Brick,ext_Imitation_Stucco,ext_Other,BsmtCond_ord,BsmtQual_ord,BsmtExposure_ord,BSMT_GLQ,BSMT_ALQ,BSMT_BLQ,BSMT_LwQ,BSMT_Rec,GarageType_com,number_floors,attic,PUD,Functional_ord,1stFlrSF_log,2ndFlrSF_log,GrLivArea_log,sold_datetime,Garage_age_years,Garage_age_bin,house_age_years,Remod_age_years,Remod_age_bin
528186170,1342,219500,48.0,6240,Pave,No alley access,Level,EGWS,Gentle,NridgHt,TwnhsE,8,5,Hip,Standard (Composite) Shingle,Brick Face,196.0,4,3,PConc,1318.0,1342.0,Y,1342,0,0,0.0,0.0,2,0,2,1,4,6,1,4,RFn,2.0,550.0,3,3,Paved,0,35,0,0,0,0,0,No Fence,Nothing,0,2,2008,WD ,Normal,5.3414345245781405,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.871201010907891,3.795184589682424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,24.0,0.0,0.0,0.0,0.0,Attached,1,No attic,1,7,3.1277525158329733,0.0,3.1277525158329733,2008-02-01,1.084931506849315,0-20,2.084931506849315,1.084931506849315,0-15
923426070,1274,136000,63.0,10475,Pave,No alley access,Level,EGWS,Gentle,Mitchel,1Fam,5,5,Gable,Standard (Composite) Shingle,None,0.0,3,3,PConc,166.0,624.0,Y,624,650,0,0.0,0.0,1,1,3,1,3,6,0,0,Unf,2.0,576.0,3,3,Paved,22,0,0,0,0,0,0,Good Wood,Nothing,0,3,2010,WD ,Normal,5.133538908370218,4,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.143134726391533,4.020154031638333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,458.0,Detached,2,No attic,0,7,2.795184589682424,2.813580988568192,3.1051694279993316,2010-03-01,17.172602739726027,0-20,19.175342465753424,-1.0,No remodel
902204080,861,80000,62.0,7404,Pave,No alley access,Level,EGWS,Gentle,OldTown,1Fam,4,6,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,861.0,861.0,Y,861,0,0,0.0,0.0,1,0,2,1,3,5,0,0,Unf,2.0,288.0,3,3,Dirt Gravel,0,0,128,0,0,0,0,No Fence,Nothing,0,11,2009,Oth,Normal,4.903089986991944,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.127134385045092,3.8694664100808667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,0.0,0.0,0.0,Detached,1,No attic,0,7,2.935003151453655,0.0,2.935003151453655,2009-11-01,89.8958904109589,60+,89.8958904109589,59.87397260273973,45+
535105100,1394,159000,97.46794344808964,9500,Pave,No alley access,Level,EGWS,Gentle,NAmes,1Fam,6,5,Gable,Standard (Composite) Shingle,Brick Face,247.0,3,3,CBlock,785.0,1394.0,Y,1394,0,0,1.0,0.0,1,1,3,1,3,6,2,4,RFn,2.0,514.0,3,3,Paved,0,76,0,0,185,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.201397124320452,4,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.579523538794316,3.9777236052888476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,609.0,0.0,0.0,Attached,1,No attic,0,7,3.144262773761991,0.0,3.144262773761991,2009-07-01,46.52876712328767,40-60,46.52876712328767,-1.0,No remodel
907405020,1536,214000,70.0,9135,Pave,No alley access,Level,EGWS,Gentle,CollgCr,1Fam,7,5,Gable,Standard (Composite) Shingle,Brick Face,113.0,4,3,PConc,726.0,1536.0,Y,1536,0,0,1.0,0.0,2,0,3,1,4,7,0,0,RFn,2.0,532.0,3,3,Paved,192,74,0,0,0,0,0,No Fence,Nothing,0,12,2008,WD ,Normal,5.330413773349191,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.248495242049359,3.9607085516885565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,810.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.186391215695493,0.0,3.186391215695493,2008-12-01,6.920547945205479,0-20,6.920547945205479,5.920547945205479,0-15
531382110,1680,163000,50.0,8480,Pave,No alley access,Level,EGWS,Gentle,SawyerW,1Fam,6,5,Gable,Standard (Composite) Shingle,Brick Face,120.0,4,3,PConc,284.0,886.0,Y,886,794,0,0.0,1.0,2,1,3,1,4,7,0,0,RFn,2.0,474.0,3,3,Paved,144,96,0,0,0,0,0,No Fence,Nothing,0,10,2008,WD ,Normal,5.212187604403958,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.912023005428146,3.9283958522567137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,602.0,0.0,0.0,0.0,0.0,Attached,2,No attic,0,7,2.9474337218870508,2.9003671286564705,3.225309281725863,2008-10-01,15.758904109589041,0-20,15.758904109589041,14.758904109589041,0-15
906380120,1274,203000,68.0,8814,Pave,No alley access,Level,EGWS,Gentle,CollgCr,1Fam,7,5,Gable,Standard (Composite) Shingle,Brick Face,80.0,4,3,PConc,349.0,1274.0,Y,1274,0,0,1.0,0.0,2,0,3,1,4,6,0,0,RFn,2.0,508.0,3,3,Paved,264,98,0,0,0,0,0,No Fence,Nothing,0,1,2007,New,Partial,5.307496037913213,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.219507705176107,3.9451730461739003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,925.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1051694279993316,0.0,3.1051694279993316,2007-01-01,2.0,0-20,2.0,0.0,No remodel
909101060,864,67000,45.0,8248,Pave,Gravel,Level,EGWS,Gentle,Edwards,1Fam,3,3,Gable,Standard (Composite) Shingle,None,0.0,3,3,BrkTil,823.0,864.0,N,864,0,0,1.0,0.0,1,0,2,1,3,5,0,0,No garage,0.0,0.0,0,0,Dirt Gravel,0,0,100,0,0,0,0,No Fence,Nothing,0,9,2008,WD ,Normal,4.826074802700826,3,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"60 Amp fuse box, Romex or older wiring",Inside lot (1 side frontage),3.8066624897703196,3.91634865227546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,41.0,0.0,0.0,No garage,1,No attic,0,7,2.936513742478893,0.0,2.936513742478893,2008-09-01,-1.0,No garage,94.73150684931507,58.706849315068496,45+
534152050,1610,205000,102.97086966710536,10603,Pave,No alley access,Level,EGWS,Gentle,NWAmes,1Fam,6,7,Gable,Standard (Composite) Shingle,Brick Face,28.0,3,3,PConc,410.0,1610.0,Y,1610,0,0,1.0,0.0,2,0,3,1,4,6,2,3,RFn,2.0,480.0,3,3,Paved,168,68,0,0,0,0,0,No Fence,Nothing,0,2,2010,WD ,Normal,5.311753861055754,4,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.634446129462899,4.025428761407241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0.0,1200.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.2068258760318495,0.0,3.2068258760318495,2010-02-01,33.106849315068494,20-40,33.106849315068494,9.09041095890411,0-15
923252075,1091,131250,62.0,7706,Pave,No alley access,Level,EGWS,Gentle,Mitchel,1Fam,6,5,Gable,Standard (Composite) Shingle,None,0.0,3,4,CBlock,0.0,384.0,Y,1091,0,0,0.0,1.0,1,0,2,1,3,5,0,0,Fin,1.0,429.0,3,3,Paved,280,0,0,0,0,0,0,No Fence,Shed,700,8,2009,WD ,Normal,5.1180993120779945,5,Regular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.127134385045092,3.886829004676982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,270.0,0.0,0.0,0.0,114.0,Attached,2,No attic,0,7,3.037824750588342,0.0,3.037824750588342,2009-08-01,16.59178082191781,0-20,16.59178082191781,13.591780821917808,0-15
531376060,1486,181000,65.0,7441,Pave,No alley access,Level,EGWS,Gentle,SawyerW,1Fam,7,5,Gable,Standard (Composite) Shingle,Brick Face,170.0,4,3,PConc,1461.0,1461.0,Y,1486,0,0,0.0,0.0,2,0,3,1,4,7,0,0,RFn,2.0,566.0,3,3,Paved,0,32,0,0,0,0,0,No Fence,Nothing,0,6,2007,WD ,Normal,5.2576785748691846,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.174387269895637,3.8716313045375537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.1720188094245563,0.0,3.1720188094245563,2007-06-01,1.4136986301369863,0-20,1.4136986301369863,-1.0,No remodel
902201120,789,115000,50.0,6000,Pave,No alley access,Level,EGWS,Gentle,OldTown,1Fam,5,5,Gable,Standard (Composite) Shingle,None,0.0,3,3,CBlock,516.0,789.0,Y,789,0,0,0.0,0.0,1,0,2,1,3,5,0,0,Unf,1.0,250.0,3,3,Paved,0,0,0,0,0,0,0,No Fence,Nothing,0,4,2008,WD ,Partial,5.060697840353612,5,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.912023005428146,3.7781512503836434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,104.0,169.0,0.0,0.0,Detached,1,No attic,0,7,2.89707700320942,0.0,2.89707700320942,2008-04-01,60.29041095890411,60+,60.29041095890411,58.28767123287671,45+
923228080,1092,98000,21.0,1477,Pave,No alley access,Level,EGWS,Gentle,MeadowV,Twnhs,6,9,Gable,Standard (Composite) Shingle,None,0.0,3,4,CBlock,188.0,546.0,Y,546,546,0,0.0,0.0,2,1,3,1,3,6,0,0,No garage,0.0,0.0,0,0,Paved,187,0,0,0,0,0,0,No Fence,Nothing,0,3,2008,WD ,Normal,4.991226075692495,5,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.044522437723423,3.1693804953119495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3,1,358.0,0.0,0.0,0.0,0.0,No garage,2,No attic,1,7,2.7371926427047373,2.737987326333431,3.0382226383687185,2008-03-01,-1.0,No garage,38.18904109589041,1.1643835616438356,0-15
902326030,2640,265979,65.0,11700,Pave,Paved,Level,EGWS,Gentle,OldTown,1Fam,7,7,Mansard,Standard (Composite) Shingle,None,0.0,4,3,Stone,1240.0,1240.0,N,1320,1320,0,0.0,0.0,1,1,4,1,4,8,1,4,Unf,4.0,864.0,3,3,Dirt Gravel,181,0,386,0,0,0,0,No Fence,Nothing,0,5,2009,WD ,Normal,5.424847348871119,3,Slightly irregular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered water/steam heating,"Standard circuit breakers, all Romex wiring",Corner lot,4.174387269895637,4.068185861746161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0.0,0.0,0.0,0.0,0.0,Detached,2,No attic,0,7,3.12057393120585,3.1209028176145273,3.4216039268698313,2009-05-01,59.36986301369863,40-60,129.41643835616438,6.3342465753424655,0-15
527451330,1092,105500,21.0,1680,Pave,No alley access,Level,EGWS,Gentle,BrDale,Twnhs,5,5,Gable,Standard (Composite) Shingle,Brick Face,492.0,3,3,CBlock,225.0,525.0,Y,525,567,0,0.0,0.0,1,1,3,1,3,6,0,0,Unf,1.0,320.0,3,3,Paved,0,0,0,0,0,0,0,No Fence,Nothing,0,3,2010,WD ,Normal,5.023252459633712,3,Regular,"Residential, medium-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),3.044522437723423,3.225309281725863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.0,0.0,0.0,300.0,Detached,2,No attic,1,7,2.720159303405957,2.754348335711019,3.0382226383687185,2010-03-01,13.169863013698631,0-20,39.18904109589041,-1.0,No remodel
528218100,1458,168165,58.0,13204,Pave,No alley access,Level,EGWS,Gentle,Gilbert,1Fam,7,5,Gable,Standard (Composite) Shingle,Stone,44.0,3,3,PConc,608.0,608.0,Y,608,850,0,0.0,0.0,2,0,3,1,4,6,0,0,Fin,2.0,454.0,3,3,Paved,100,33,0,0,0,0,0,No Fence,Nothing,0,5,2007,New,Partial,5.225735611624981,5,Slightly irregular,"Residential, low-density",1.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.060443010546419,4.120705515658274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,0.0,BuiltIn,2,No attic,0,7,2.783903579272735,2.929929560084588,3.163757523981956,2007-05-01,0.3287671232876712,0-20,1.3287671232876712,0.3287671232876712,0-15
916386140,1466,201000,73.0,8925,Pave,No alley access,Hillside (downward slope on both sides),EGWS,Gentle,Timber,1Fam,8,5,Gable,Standard (Composite) Shingle,None,0.0,4,3,PConc,1450.0,1466.0,Y,1466,0,0,0.0,0.0,2,0,3,1,4,7,0,0,Fin,3.0,610.0,3,3,Paved,100,18,0,0,0,0,0,No Fence,Nothing,0,7,2009,WD ,Normal,5.303196057420489,5,Slightly irregular,"Residential, low-density",0.0,0.0,0.0,0.0,0.0,Gas-powered forced-air heating,"Standard circuit breakers, all Romex wiring",Inside lot (1 side frontage),4.290459441148391,3.9506082247842307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,16.0,0.0,0.0,0.0,0.0,Attached,1,No attic,0,7,3.166133970305109,0.0,3.166133970305109,2009-07-01,2.4986301369863013,0-20,2.4986301369863013,-1.0,No remodel
