PID,Address,longitude,latitude
535453020,1523 Glendale Ave,-93.6061496,42.0377338
535379100,1408 Kellogg Ave,-93.6136675,42.03603
905108190,934 Mesa Verde Pl,-93.6707812,42.0309191
905201110,1124 Scholl Rd,-93.6651362,42.0331658
903227090,1206 Marston Ave,-93.6233436,42.0335431
905107300,3902 Arkansas Dr,-93.672106,42.0312709
903401070,611 Ridgewood Ave,-93.6256788,42.0272497
903230100,1015 Curtiss Ave,-93.6248476,42.0318346
527105010,4025 Berkshire Ave,-93.6392567,42.0612335
528480020,2616 Kingston Dr,-93.6442059,42.0520027
527402130,1217 Jefferson St,-93.6271037,42.0555166
909251080,507 Lynn Ave,-93.6466608,42.0176227
908201120,3411 Tripp St,-93.6653323,42.0202853
533221080,2713 Hampton St,-93.6460273,42.0461909
535178100,2004 Burnett Ave,-93.6156461,42.0423026
535457050,1302 Maxwell Ave,-93.606533,42.034714
923226270,615 Meadow Pl,-93.6029808,41.9924141
535105090,2527 Kellogg Ave,-93.616126,42.047407
533253070,2024 Pinehurst Dr,-93.649136,42.042511
907280170,4619 Clemens Blvd,-93.6817957,42.0181653
914476450,703 Onyx St,-93.6025295,41.9962483
535327200,1624 Douglas Ave,-93.6120253,42.0392683
528441090,2426 Yorkshire Cir,-93.641855,42.052903
906426195,601 Chelsea Ct,-93.679165,42.027235
534275170,2009 Roosevelt Cir,-93.6239373,42.0425245
923226180,633 Meadow Pl,-93.6021877,41.9926829
923226320,605 Meadow Pl,-93.6033603,41.9923178
528118050,3305 Preston Cir,-93.6565017,42.0606287
916253320,Address missing,-93.6319131,42.0307812
904300150,3021 Oakland St,-93.6591355,42.0283927
533236050,2510 Bristol Dr,-93.6428597,42.0469478
527354160,2009 Stevenson Dr,-93.6360411,42.0527012
528435040,2604 Dalton St,-93.6436714,42.0540084
534129230,2705 Hoover Ave,-93.6305078,42.0481878
535325350,225 16th St,-93.6136873,42.03852089999999
902408080,508 Carroll Ave,-93.6082663,42.026329
916455050,2829 White Oak Dr,-93.6470568,41.99654659999999
909276200,418 Pearson Ave,-93.642147,42.0187317
534277060,2125 Furman Dr,-93.6215824,42.044356
905107280,3914 Arkansas Dr,-93.672564,42.031094
923204050,3309 Southdale Dr,-93.6057539,41.9927647
531376050,1508 California Ave,-93.6910687,42.0371459
903454010,1218 N 3rd St,-93.6277568,42.0250013
906412010,532 Westfield Rd,-93.6873236,42.0278211
535301060,1907 Clark Ave,-93.6174665,42.0413956
534453080,1430 Ridgewood Ave,-93.6287266,42.03661830000001
911102180,202 S Walnut Ave,-93.6165761,42.0214702
535403210,1604 Carroll Ave,-93.6087016,42.0384456
531382120,5214 Maryland St,-93.6897014,42.0357026
916455120,2311 Suncrest Dr,-93.6474132,41.9956076
905475510,310 Colorado Cir,-93.6632943,42.02559460000001
916326090,2320 Timberland Rd,-93.6494327,42.0004141
909101140,2812 Wood St,-93.6562046,42.02195649999999
907260050,5110 Clemens Blvd,-93.6879669,42.01675729999999
907131090,5300 Norris St,-93.6900779,42.0206433
903206160,910 Brookridge Ave,-93.6272224,42.0308713
528222020,4116 Welbeck Dr,-93.6439556,42.0619586
526352090,3010 Kellogg Ave,-93.618258,42.0518756
534201280,1237 24th St,-93.6274995,42.0458497
908102330,301 Abraham Dr,-93.6765259,42.0197634
906385010,5505 Durant St,-93.6922378,42.0247274
534276230,2002 Melrose Ave,-93.6219979,42.0422766
906420020,923 Vermont Cir,-93.682156,42.0301319
527404120,3203 Garner Ave,-93.6273412,42.0535011
907192010,5301 Clemens Blvd,-93.6896532,42.0170448
527131030,4239 Stone Brooke Rd,-93.63449,42.06216000000001
527452290,1401 Johnson St,-93.62924,42.049088
907250030,509 Smiley Ave,-93.688127,42.018114
909251040,2322 Baker St,-93.6474926,42.01775079999999
535377100,1502 Douglas Ave,-93.6120253,42.0372211
528174050,2910 Harrison Rd,-93.6501909,42.0589571
533128090,2700 Northridge Cir,-93.6500861,42.0480897
533250110,2869 Greensboro Cir,-93.649046,42.045133
908186040,3905 Marigold Dr,-93.670495,42.0190861
903231050,1113 Marston Ave,-93.6238185,42.0325624
908152110,414 Wellons Dr,-93.6749807,42.0188082
535476110,1603 Meadowlane Ave,-93.604112,42.0383191
533250050,2845 Greensboro Cir,-93.647655,42.045012
535325340,221 16th St,-93.6135092,42.0385072
909475050,2152 Ashmore Dr,-93.6437505,42.0106624
907196020,5216 Clemens Blvd,-93.6888295,42.0167228
533130160,2424 Ridgetop Cir,-93.6514127,42.0461746
535102010,2729 Northwood Dr,-93.617605,42.0492894
531475220,1404 Idaho Ave,-93.68373,42.035577
527325070,1904 Buchanan Dr,-93.6350998,42.0544533
911175440,315 S 4th St,-93.61444,42.019349
903226160,1222 Curtiss Ave,-93.6244122,42.0340889
902134100,321 9th St,-93.615031,42.030406
902111010,412 10th St,-93.6163782,42.0310967
535381040,1311 Kellogg Ave,-93.6142809,42.03506429999999
910202060,109 S Maple Ave,-93.6254413,42.022389
535477180,1308 Meadowlane Ave,-93.6034744,42.034983
528429120,2422 Dalton Cir,-93.6414042,42.054005
908127050,211 Dotson Dr,-93.6716528,42.0206532
528439010,2625 Yorkshire St,-93.6445622,42.053343
906223110,1018 Vermont Ct,-93.6818353,42.0314544
528358010,3127 Aspen Rd,-93.6551749,42.0515775
532378160,3815 Ontario St,-93.67044,42.03473400000001
531450040,1309 Kentucky Ave,-93.6880171,42.0348875
527326040,3412 Taft Ave,-93.6349613,42.0554423
903204095,1209 Northwestern Ave,-93.6259558,42.03369259999999
527182170,3908 Stone Brooke Cir,-93.632716,42.059541
905105040,1001 Arizona Ave,-93.6758127,42.0313766
528477020,2617 Kingston Dr,-93.6442257,42.052369
905202210,3616 Ross Rd,-93.6674932,42.0320284
903425190,609 Northwestern Ave,-93.6232644,42.0272485
535150210,2013 Clark Ave,-93.6175258,42.0424945
535453160,1426 Maxwell Ave,-93.6066046,42.0366958
535353130,625 13th St,-93.619742,42.0347381
535456070,1308 Stafford Ave,-93.6075937,42.0348879
908250090,3505 Coy St,-93.6665365,42.0180839
527452070,2951 Northwestern Ave,-93.627459,42.05056099999999
902325100,802 Burnett Ave,-93.6151119,42.029089
921126030,3217 Red Fox Road,-93.6534918,41.992728
905401060,519 Oliver Cir,-93.6667329,42.029697
916402125,2513 White Oak Dr,-93.6464233,41.9996204
531452010,1302 Indiana Ave,-93.6859762,42.0348177
528363070,3202 Aspen Rd,-93.6555375,42.050844
533208090,2732 Northridge Ln,-93.6462847,42.0475151
534401130,1317 Coolidge Dr,-93.6277568,42.0392176
910203230,304 S Riverside Dr,-93.6292412,42.0202214
907420090,922 Poe Ave,-93.6837373,42.0139685
902303100,609 7th St,-93.618812,42.0280648
906392120,125 Hartford Dr,-93.6894636,42.0237346
903484080,1003 Lincoln Way,-93.6239373,42.0230933
527301320,3217 Eisenhower Ave,-93.637571,42.054149
527140090,4029 Fletcher Blvd,-93.634156,42.060921
909428170,2117 Greenbriar Cir,-93.641751,42.0127932
905228050,1101 Iowa Ave,-93.6597296,42.03273919999999
533234020,2517 Sherwood Ave,-93.6436912,42.0468442
533212100,2611 Stange Rd,-93.6451958,42.04749169999999
534475185,1306 Northwestern Ave,-93.6254413,42.0350609
905452150,318 Crane Ave,-93.6658691,42.025474
528176010,3807 Bridgeport Dr,-93.6563432,42.0580082
535450160,1401 Carroll Ave,-93.6092951,42.0358775
533215040,2505 Bradford Dr,-93.647093,42.04653
528104010,3131 Sedwick St,-93.6555512,42.0632843
535325090,1719 Douglas Ave,-93.6126387,42.0400023
909250210,424 Stanton Ave,-93.6483239,42.0182655
527325110,1802 Buchanan Dr,-93.633932,42.0549343
910202030,1108 Lincoln Way,-93.6255996,42.0226931
535175180,2304 Kellogg Ave,-93.6151515,42.045041
534202160,1217 25th St,-93.6267475,42.0466844
916403020,2722 White Oak Cir,-93.6461263,41.9976005
535354100,1323 Clark Ave,-93.6174467,42.0354284
905227050,1202 Scott Ave,-93.6603633,42.0336461
534451020,1423 Ridgewood Ave,-93.6291224,42.0364513
533120030,3118 Maplewood Rd,-93.6539449,42.047486
905352010,200 Trail Ridge Rd,-93.6739308,42.0238453
905108220,1008 Mesa Verde Pl,-93.6710417,42.0314451
527165170,3715 Columbine Cir,-93.6361687,42.05754719999999
535353190,1404 Grand Ave,-93.6200587,42.0357711
528315070,3136 Bayberry Rd,-93.655503,42.05403
903232060,1109 Roosevelt Ave,-93.6227499,42.0324029
906204180,1124 Idaho Ave,-93.6829737,42.0326207
906475110,215 Parkridge Cir,-93.6824297,42.024752
906223040,1017 Florida Ave,-93.6812805,42.0314335
909253190,612 Stanton Ave,-93.6482843,42.0165665
923400150,428 Ken Maril Rd,-93.6054967,41.9863741
923226290,611 Meadow Pl,-93.6032812,41.99232019999999
909282020,2124 Country Club Blvd,-93.6428003,42.015639
528110110,3323 Stockbury St,-93.657769,42.0623645
534479320,1526 Harding Ave,-93.621246,42.0378969
528150110,3215 Harrison Rd,-93.656264,42.0597096
906380160,5321 Durant St,-93.690067,42.024794
911370460,415 Aspen Ridge Rd,-93.61521,42.009569
535477090,1434 Meadowlane Ave,-93.6035383,42.0365795
534478230,1428 Roosevelt Ave,-93.6223145,42.0367817
906426060,4813 Dover Dr,-93.6833609,42.0278708
528235190,4004 Welbeck Dr,-93.6434131,42.06088219999999
923225440,535 Meadow Ct,-93.604501,41.991967
923276030,615 Garden Rd,-93.6035186,41.9889492
909425060,915 Gaskill Dr,-93.6432175,42.0143422
902332030,621 Douglas Ave,-93.612421,42.0277827
528188060,3716 Ashton Dr,-93.6502361,42.057467
527105140,4012 Hyde Ave,-93.6398846,42.0612755
535477150,1402 Meadowlane Ave,-93.6034726,42.035473
535327210,1704 Douglas Ave,-93.6119462,42.039464
533213070,2717 Bristol Dr,-93.646368,42.047191
904100100,1215 Hyland Ave,-93.655995,42.03399719999999
528188120,3702 Chilton Ave,-93.6508624,42.057094
528480180,2625 Clayton Dr,-93.6445622,42.0514894
528114040,3310 Weston Dr,-93.6569769,42.0609997
528235020,4005 Brickman Ave,-93.6429048,42.0611341
908275110,246 S Franklin Ave,-93.6645025,42.0193549
905103140,4107 Ross Rd,-93.6747232,42.0323964
902402260,822 Carroll Ave,-93.608382,42.029713
528235200,4010 Welbeck Dr,-93.64344,42.0610675
528181060,2908 Roxboro Dr,-93.649884,42.058014
923275200,3827 Minnetonka Ave,-93.6051011,41.9877784
903451110,318 N Russell Ave,-93.6280932,42.02586
528181040,2914 Roxboro Dr,-93.6502247,42.0580288
908102110,4404 Todd Dr,-93.6777343,42.0210192
533217050,2710 Bristol Dr,-93.6461,42.046784
533350090,1712 Amherst Dr,-93.6571649,42.037551
528445070,2518 Yorkshire St,-93.6429587,42.0529497
527212040,4020 Edgewater Dr,-93.6285238,42.0608447
907200270,112 Sandburg Ct,-93.6873434,42.0222378
908201040,117 S Franklin Ave,-93.6650768,42.0220992
907410100,809 Poe Ave,-93.6840741,42.0157932
903481120,1027 N 2nd St,-93.6250455,42.0242561
535453180,1506 Maxwell Ave,-93.6066244,42.0371008
907227110,212 Rockwell Ave,-93.6829448,42.0213355
531453010,1304 Illinois Ave,-93.6848468,42.0347187
531478010,4712 Toronto St,-93.6822712,42.0356123
535403200,211 E 16th St,-93.6084246,42.0384543
527254020,1214 Adams St,-93.6287068,42.0596555
527366030,2818 Somerset Dr,-93.6392369,42.0503643
535325460,1704 Burnett Ave,-93.6152306,42.0395926
528110040,3308 Sedwick St,-93.6569769,42.0628529
906392090,215 Hartford Dr,-93.6894636,42.0243528
535452140,1402 Stafford Ave,-93.6076333,42.0358524
535151160,2204 Barr Dr,-93.619465,42.0440557
535456050,313 E 13th St,-93.6071189,42.0347483
903429110,716 Hodge Ave,-93.6212657,42.02845120000001
916455150,2329 Suncrest Dr,-93.6482645,41.99559989999999
909425180,1036 Ash Ave,-93.6439881,42.0124326
528175050,2907 Roxboro Dr,-93.6498485,42.0585234
910205010,1110 S 2nd St,-93.6258767,42.02140929999999
533206020,2819 Bristol Dr,-93.647647,42.047787
902427040,418 E 6th St,-93.604745,42.0268257
528427020,3211 Cullen Dr,-93.6443841,42.0546036
528458070,2816 Aspen Rd,-93.6470568,42.0507925
903401030,701 Ridgewood Ave,-93.6257975,42.0279028
909275040,311 Pearson Ave,-93.6429587,42.0198845
527163130,3828 Eisenhower Ave,-93.6376335,42.0592771
905200350,3605 Ross Rd,-93.6668594,42.03247349999999
528363050,3212 Sumac Cir,-93.6556304,42.05046249999999
908154205,4302 Cochrane Pkwy,-93.6767041,42.0164154
903233140,1004 Roosevelt Ave,-93.622275,42.0314521
905107070,3910 Ross Rd,-93.6719301,42.0320414
528240020,4011 Westlawn Dr,-93.6417599,42.0613181
906225180,1005 Delaware Ave,-93.6801909,42.0315263
528114010,3334 Weston Dr,-93.6580859,42.0609645
907126030,5416 Norris St,-93.6926143,42.0210642
904100160,2913 Ross Rd,-93.6583829,42.0334387
909254130,2227 Storm St,-93.6456566,42.0163572
535403030,114 E O'Neil Dr,-93.6099045,42.0398979
907412010,4919 Waller St,-93.6863837,42.0143613
903228080,807 12th St,-93.6218792,42.0334733
531452100,1420 Indiana Ave,-93.6861468,42.0360022
526302030,3115 Northwood Dr,-93.6183965,42.0534738
902106090,619 10th St,-93.6195046,42.0314234
527161090,3842 Hyde Ave,-93.640009,42.0593178
532353120,1306 Woodstock Ave,-93.676808,42.034949
535453070,1429 Glendale Ave,-93.6061496,42.0367294
534252110,2115 Hunziker Dr,-93.6249663,42.0434963
535327230,1714 Douglas Ave,-93.6120253,42.0398477
905425125,3421 Oakland St,-93.663631,42.0286553
908103280,4125 Aplin Rd,-93.6747232,42.0201108
528221060,4110 Crestmoor Ave,-93.6449978,42.0621328
921128020,2716 Cottonwood Rd,-93.6525413,41.9928355
528174040,2914 Harrison Rd,-93.6504029,42.0589691
909256010,714 Stanton Ave,-93.6482447,42.0156404
533212060,2621 Stange Rd,-93.6451632,42.0481801
908204180,3412 Tripp St,-93.6653593,42.019983
533223100,2412 Eaton Ave,-93.645202,42.046055
909176180,422 Hayward Ave,-93.6514326,42.01830229999999
903475040,914 6th St,-93.6233418,42.0265934
535426195,1630 Crestwood Cir,-93.6053781,42.0397858
905103040,3913 Ross Rd,-93.6720291,42.0324825
528110100,3313 Stockbury St,-93.6574522,42.0623745
534431030,806 Murray Dr,-93.62195,42.03899
905300010,4418 Phoenix St,-93.6784673,42.02932149999999
914474070,3012 Sapphire Cir,-93.603301,41.9951611
534428100,821 Narland Dr,-93.622567,42.040477
533350050,3110 Kingman Rd,-93.6579473,42.0368518
908188130,3830 Marigold Dr,-93.6701225,42.0186459
534453150,1402 Ridgewood Ave,-93.6280141,42.03575230000001
528458120,2719 Cambridge Dr,-93.647334,42.0502431
535179050,208 22nd St,-93.6133707,42.0437452
527302185,3416 Clinton Ct,-93.6361558,42.0559321
534128190,2531 Pierce Ave,-93.63263700000002,42.046917
528180110,3015 Burnham Dr,-93.6519275,42.0579361
916176125,2227 Timberland Rd,-93.652119,42.00138
903454090,1211 N 2nd St,-93.6274995,42.024256
535457010,1321 Glendale Ave,-93.6061496,42.035416
528462040,2806 York Dr,-93.6483239,42.0500958
909428120,2003 Greenbriar Cir,-93.6397912,42.0127973
916460060,2902 White Oak Dr,-93.6464233,41.99641210000001
528431050,2507 Dalton St,-93.6426419,42.05442710000001
527110020,1909 Wyngate Dr,-93.6371189,42.0607992
535352080,419 15th St,-93.6164574,42.0371978
527402250,1115 Garner Cir,-93.6258962,42.0545804
535451040,1517 Stafford Ave,-93.6081476,42.0374973
905452050,329 S Franklin Ave,-93.6650055,42.0183683
903225090,1202 Northwestern Ave,-93.6254017,42.033401
531363010,5406 Kansas Dr,-93.69153,42.037557
923205025,314 Patricia Dr,-93.6075542,41.9910265
532377060,1327 Alabama Ln,-93.6726036,42.035342
902109160,926 Grand Ave,-93.6200226,42.0311112
902128075,1107 Kellogg Ave,-93.6142017,42.0324013
528178070,3728 Bridgeport Dr,-93.6557888,42.057717
903225160,1232 Northwestern Ave,-93.6254413,42.0344042
906380170,5327 Durant St,-93.6903355,42.0247884
528174020,2920 Harrison Rd,-93.650679,42.059026
910201110,125 S Hazel Ave,-93.6271037,42.021873
535325400,1606 Burnett Ave,-93.6152306,42.0384724
535150070,2201 Barr Dr,-93.6200715,42.043994
533254100,2106 Torrey Pines Rd,-93.645294,42.04252
533254130,2124 Torrey Pines Rd,-93.6453007,42.043174
907194110,5344 Clemens Blvd,-93.691047,42.01589999999999
531375100,5321 Kansas Dr,-93.69092,42.0378931
532477030,3326 Kingman Rd,-93.6621259,42.0373562
534102025,2651 Somerset Dr,-93.639712,42.0487273
905452160,322 Crane Ave,-93.6661493,42.025708
533208050,2808 Northridge Ln,-93.646884,42.047652
905427030,3226 Oakland St,-93.661809,42.0278634
535301010,520 20th St,-93.61831730000002,42.0418517
909280030,623 Agg Ave,-93.6414541,42.0166863
528116010,4115 Wembley Ave,-93.6587988,42.06094179999999
528228270,2421 Westwind Dr,-93.6430899,42.0625479
907252210,4707 Hemingway Dr,-93.6830637,42.0190134
909475020,2166 Ashmore Dr,-93.6439089,42.0114303
907253110,4812 Hemingway Dr,-93.68468,42.018518
535325280,1617 Douglas Ave,-93.6126585,42.0389395
532378240,1322 Alabama Ln,-93.6720093,42.0352837
908102260,208 Todd Cir,-93.6771994,42.0208624
908226180,110 S Wilmoth Ave,-93.6613931,42.0222165
527425060,902 Top-O-Hollow Rd,-93.6235019,42.056441
527451540,1428 Breckinridge Ct,-93.629024,42.051588
902128170,1126 Burnett Ave,-93.6152306,42.0330644
903455090,1103 N 2nd St,-93.6255205,42.0242411
535300120,Address missing,-93.6319131,42.0307812
910203250,228 S Riverside Dr,-93.6292412,42.0205305
903228070,803 12th St,-93.6217209,42.033517
527214060,4008 Frances E Davis Ct,-93.6273412,42.0604129
528427010,3205 Cullen Dr,-93.6443841,42.0544492
535451250,1518 Carroll Ave,-93.6086818,42.0374998
908152270,415 Beedle Dr,-93.6735148,42.0185459
909452050,1312 Big Bluestem Ct,-93.644507,42.010485
532354160,4133 Ontario St,-93.6752184,42.03475630000001
531453100,1510 Illinois Ave,-93.6848072,42.03649679999999
527328050,1606 Top-O-Hollow Rd,-93.6318141,42.0562947
907418010,804 Poe Ave,-93.6834401,42.01596809999999
528344020,3040 Bayberry Rd,-93.653871,42.053298
532353180,1330 Woodstock Ave,-93.6767636,42.0360589
902106070,611 10th St,-93.6190495,42.031457
528221050,4102 Crestmoor Ave,-93.64465,42.062227
534479300,1512 Harding Ave,-93.621246,42.0373948
906223060,1005 Florida Ave,-93.6812805,42.03100860000001
535105060,428 26th St,-93.6169718,42.0470694
528108040,3106 Sedwick St,-93.6546007,42.0628512
909279010,2159 Country Club Blvd,-93.6440079,42.0158519
527183030,1527 Stone Brooke Rd,-93.632013,42.059518
527276160,3616 Calhoun Ave,-93.6237987,42.05726180000001
902207130,931 Maxwell Ave,-93.607092,42.031265
903227020,1225 Roosevelt Ave,-93.6228686,42.0342534
908203100,308 Village Dr,-93.6663444,42.0196247
534152120,2204 Prairie View E,-93.6377325,42.0437693
907290240,4715 Twain St,-93.6829939,42.016422
528478030,2419 Kingston Dr,-93.6411374,42.0523895
910201180,114 S Russell Ave,-93.6280141,42.0223079
533208140,2720 Northridge Ln,-93.645844,42.047961
528166150,3321 Foxley Dr,-93.6575908,42.0587987
905107140,911 Mesa Verde Pl,-93.6720489,42.0309173
527180100,3817 Fletcher Blvd,-93.6349613,42.0588403
528458080,2810 Aspen Rd,-93.6467796,42.0506854
905101450,1208 Arizona Ave,-93.6751986,42.0335401
914460110,303 Ruby Cir,-93.6074948,41.9961894
534400290,1413 16th St,-93.6286474,42.0384749
907254020,519 Poe Cir,-93.6846289,42.0176302
528458030,2840 Aspen Rd,-93.647928,42.0511511
528480060,2518 Kingston Dr,-93.6430576,42.05203909999999
905226050,1203 Scott Ave,-93.661096,42.0335262
528253010,2839 Roxboro Dr,-93.649635,42.058603
528228345,2309 Westwind Dr,-93.640876,42.062821
527425140,704 Top-O-Hollow Rd,-93.6216464,42.0564316
907135020,5409 Frost Dr,-93.6917028,42.0192775
533206040,2815 Bristol Dr,-93.647529,42.047579
535181140,2104 Douglas Ave,-93.6120202,42.0431575
902427045,422 E 6th St,-93.604567,42.026812
527405130,1202 Wheeler St,-93.6271662,42.0531712
528431040,3217 Kent Ave,-93.6427211,42.0548108
527450210,1333 Truman Pl,-93.627932,42.0527019
532378200,3905 Ontario St,-93.6714151,42.03472319999999
909278020,602 Ash Ave,-93.6439683,42.0169351
534225110,2624 Melrose Ave,-93.6244122,42.0482642
909451130,1505 Little Bluestem Ct UNIT 116,-93.6461452,42.00953459999999
528142020,3122 Beckley St,-93.6546007,42.060303
527404030,1212 Jefferson St,-93.6269454,42.0550968
527162180,3840 Berkshire Ave,-93.6387421,42.0596281
534151180,2025 Prairie View E,-93.6378315,42.0425109
908204090,278 Village Dr,-93.666384,42.018696
532354070,4106 Toronto St,-93.6740395,42.0357058
527302070,3306 Eisenhower Ave,-93.6375741,42.0548964
527214030,4013 Frances E Davis Ct,-93.6280735,42.0606794
533128030,2713 Northridge Cir,-93.650838,42.0485146
902330010,114 8th St,-93.6112142,42.0287671
923228150,707 Meadow Pl,-93.6017723,41.9923452
527302080,3300 Eisenhower Ave,-93.6376533,42.0546622
528344040,3028 Bayberry Rd,-93.653175,42.05324359999999
535403040,120 E O'Neil Dr,-93.6096908,42.0398824
535375050,1517 Kellogg Ave,-93.6142809,42.0376911
535376060,1511 Douglas Ave,-93.6128034,42.0375304
924151040,3616 Jewel Dr,-93.5997998,41.9894523
528186160,3703 Chilton Ave,-93.6514325,42.0572375
532351150,4307 Toronto St,-93.677453,42.0365599
905105010,1019 Arizona Ave,-93.6757533,42.0319772
527452310,1413 Johnson St,-93.6297162,42.0490238
909250200,428 Stanton Ave,-93.6483239,42.0181109
905101300,3901 Quebec St,-93.6714745,42.0335045
902329080,219 7th St,-93.6130937,42.0281092
903225140,1222 Northwestern Ave,-93.6254413,42.03409509999999
533215080,2415 Bradford Dr,-93.6473254,42.046175
534452060,1301 Ridgewood Ave,-93.6278953,42.0347131
532476050,1601 Amherst Dr,-93.6606999,42.0374016
909428110,2004 McCarthy Rd,-93.6396922,42.0133994
528170040,3108 Roxboro Dr,-93.6537096,42.0585746
533110130,2503 Ridgetop Rd,-93.6532352,42.0455912
921205030,2406 Cottonwood Rd,-93.6481854,41.993051
923203090,3318 Emerald Dr,-93.607937,41.992429
535104120,510 Luther Dr,-93.6178424,42.0481234
528366070,3108 Sycamore Rd,-93.6533547,42.0493246
902205010,Address missing,-93.6319131,42.0307812
923204040,428 Jewel Dr,-93.6058528,41.9930129
535378080,1400 Burnett Ave,-93.6152306,42.0358843
533251130,2804 Pinehurst Cir,-93.6453853,42.0445005
528235130,3838 Welbeck Dr,-93.6436912,42.0597804
903226130,1210 Curtiss Ave,-93.6244122,42.0337026
903235020,1018 10th St,-93.6243726,42.031077
527425110,804 Top-O-Hollow Rd,-93.6223145,42.0564784
902327070,803 Duff Ave,-93.6108778,42.0291833
903425270,616 Ridgewood Ave,-93.6251642,42.0274205
534127230,2729 Cleveland Dr,-93.6349811,42.04912789999999
914478100,700 Diamond Ct,-93.6017778,41.9941843
535301150,1904 Wilson Ave,-93.618258,42.04083
903225150,1226 Northwestern Ave,-93.6254413,42.034211
